content,sentiment
pubg mobile setan pengaturan grafik rendah lancar jumpa musuh nyamannya mobile legend,2
semisemi,2
lamaa berat ponsel,0
nilai bintang login login main login tolong perbaiki game,0
bagus,2
perbaiki bug,1
jaringan dupdate,0
pembaruan kouta sulit zaman,1
pubg anjing mengunduh gagal penyimpanan mencukupi wifi bagus nyaman,0
bagus menurutku,2
bagus,1
game banya aturannya main free fire,0
game grafik buruk,0
kebanyakan pembaruan bug benarkan,2
game bagus kakak,2
game bodoh,2
belajar semoga bagus game,2
main bug lancar marah,0
fungsi bp game apasihh beli baju langganan perbulan,1
bagus kekurangan bug internet internetnya bagus sepi tolong peluangnya up up biar mudah spin mahal mahal dimurahkan recall recall recall habis tu bug audio rusak tu maksudnya penonton bug diganti pemainnya tolong perbaiki bug pibg keren,1
dwnld ulang setlah sekian hapus cbalagi jelek ya hapus,0
disuruh izinkan acces media diizinin buka pubg jelek,0
main pubg lancar bug larinya bot ubah,0
pembaruan makan memori,0
grafik terputus putus drop,2
bugakun direset tingkat skin senjatabaju hilangtetapi statistik tercatat tolong perbaiki,1
malio,2
berat pubg grafik terputus putus drop bug tolong tencent game,0
lh ponsel ram main berat kemarin kasih bintang tu,2
bintang pubg mobile kendalanya diperbaiki kendala mengganggu bug dimana recall teman tim bug recall grafik terputus putus drop meneropong midstein peta jarak selebihnya mohon pembaruan diberikutnya perbaiki kendalanya main leluasa,1
aplikasinya berat pembaruan,1
mohon perbaiki sinyal lobi game,2
dgfdggddfttsd fdtggstvsnjmgdm fd eacvhhrcggafh deus ussy feat,2
maaf bintang main teman peringkat pembaruan mandang peringkat kd,1
sulit,1
bintang pubg berat mengunduh sumber otomatis matikan fitur mengunduh pubg mengunduh data layaryg pakai,1
bagus,1
bagus suka,2
bagus,1
pembaruan bagus ponsel ram kasih lancar aplikasi pubg lancar,2
bagus,2
suka game kebanyakan peta pemainnya terpecah menunggu main jam antrinya main peringkat duo solo peta sanhok vikendi masuknya kadang masuk bosan erangel erangel mainnya pickup parasut dihilangkan curang peta arena peta unrank klasik terbagi mainnya kadang malas main tunggu pertimbangkan keluhan pemain,2
bagus,2
yakalau menginstall suka gagal,2
login,0
bagus,2
keseringan pembaruan pembaruan main peta game mode didalam langsung pembaruan pembaruan ya admin tencent cari beruntung,0
pensiun free fire main pubg,2
bagus,2
sjelak,0
kasih bintang coba main game,2
suka game,0
aneh pembaruan bug suara mobil hilang tolong nyaman,1
pembaruan peti gratis pelit,0
pembaruan bagus kevbanyakkan pembaruan,1
lancar jink,0
metro royal perbaharuinya,1
huh game haram,0
kebalikan pubg kuat ponsel rendah,0
kasih bintang masuk game game grafik buruk,2
admin tolong kompress tekstur game biar berat grafik buruk lancar main semoga admin baca,2
main suara mikrofon berfungsi komunikasi tim,2
suka nyata,0
tolong admin orang orang bangladesh nepal india myanmar bodoh servernya game seru,0
ukuran aplikasi sesuaikan ponsel kentang,0
hai pemain semoga game nyaman,1
game bagus mohon memperbaiki web redeem redeem,2
pengembang pubg mobile memantau perkembangan terkait isu bug didalam game terjun pesawat mengalami namanya parasut berputar lompat pesawat didaratan bug alamin sembunyi dibalik tembok lawan semoga pembaruan perkembangan bagus performa bermain terima kasih,1
mudahkan misi royal pass tolong selesai misinya sulit,0
gamenya peminat maaf pengembang ringankanlah game kasih pengguna ponsel spesifikasinya main gamenya,0
turun peminatnya kapasitas pemakaian memori harga barang acara mahal free fire bug bosan,0
kakk tolong tim mati hidupkan teman hidup tolong ka hhe free fire,1
pubg sialan,0
game pertarungan royale terbaik kenangan terima kasih,2
tencent bagus cheat harap tindak lanjuti semangat,1
masuk akun facebook masuk bug,1
pembaruan ulang bermain game menu utama handphone,2
game bagus sayang suka lancar jaringan lancar pembaruan pemain menyingkir lihat upadtenya,1
gamenya beratpada terjun payung masuk kolam,2
bagus pubj dripd free fire main pubj free fire mengunduh gjelas anjing,1
tolong hai pubg perbaiki ram,0
kadang kadang,0
game sampah perbaharui sakim game,0
ye ok,0
mengembara,2
pubg main seru ya patah semangat berkarya ya pubg,2
bagus,2
seru,0
silahkan bermain game luang,1
bagus,1
jumpa sultan lancar bosan mati anjing lancar,1
tolong cepatkan mengunduh,2
bagus bagus,2
tolong adakan fitur blokir sm selamat ulang kesal mati bokong,2
framedrop ya admin pembaruan install ulang sampah numpuk lho perbaiki ya admin jaringan aman kapasitas ponsel luas,1
admin mengalami pembaruan bug suara senjata terdengar tunggal meletus admin solusi solusi masuk ponsel masuk game coba admin,0
tolong optimalkan ponsel ram memakai bermain pubg game favorit game online medan pertempuran harap kemajuan melupakan kenangan game hapus instalan bermain game kejadian main pubg langsung install mohon mengerti,1
uc menghilang,0
pembaharuan mengunduh selesai yajadi main,0
pensiun main kembaligimana login facebook tolonglah main teman bisamana skinnya bagus,1
hai pengembang main game temu bug lucu mengganggu emosi in game rto sambungkan sinyal rumah bagus kendala jujur kecewa,0
main pubg berat menunda parah sulit tenang kasih bintang game suka peringkat sempurna,2
game bug main free fire seru,0
gemapaan game haram game pencang,2
pengaduan akun hilang wilayah indonesia menghubungi,0
good game,2
koneksi bermasalah login bermain pertandingan lolaloading lamakenapa pubg mendukung indosat selulerlebih telkomselanehknpa kartu biar nyaman mainjaringan bermasalah lainini telkomsel lancar,0
bug,0
pembaruan acara perbaiki bug bug alami pemain merugikan pemain,1
msh cheat,2
harap pengembang fitur membatalkan reload pengaturan mengubah setelan auto reload situasi merugikan mohon didengar terima kasih,2
ei ayolah install,0
salah gacha,0
gamenya berat,0
tolong kasih senjta skin pakean keren mohon musuh sulit kasih musuh bodoh bodoh kemenagan main pubg,2
main ram,0
tolong server diperbaiki,1
game bagus sekalinamun keseringan bug,2
bagus realistic free fire grafik game play nyaman seekali silahkan mengunduh,2
aplikasi burig,0
game seru aneh memuat berkali seru,2
wow game bagus mengunduh game main game,1
kesalahan error gyro mohon diperbaiki mendukung pengalaman bermain,0
tencent stupid klasik senjata bagus klasik turun senjata bagus,0
bagus tolong on mikrofon bilang kasar tolong on mikrofon bilang kasar sekian terima kasih,1
login mengunakan facebook pubg login muncul otorisasi dibatalkan,1
tencent pelit kasih mummy hilang,0
game berat,0
mengunduh,0
game pubg mobile keren ponsel saia berat,1
minimal kurangi lancar bosan lancar lancar,0
game sembuh,2
nyaman game,2
login game mengunduh,0
kasih bintang bug bug aneh chet mohon blokir akun terdeteksi chet nilai game trimakasihh,2
jaringan sikyal bagus turun lancar,1
rindu seson,2
wow gemini bagus,2
uji in pubg ka ayo barang barang uji in pubg ka,2
server tolong perbaiki,1
gamenya bagus seru gamenya suka bug orang orang bilang game game haram,1
halo pubg mobile tolong kasih sangsi pemain suka pertempuran main solo vc squad,0
pembaruannya ruang penyimpanannya ganti perangkat nyaman main pubg teman ganti perangkat main bug,0
ok,1
heleh aplikasi mengunduh,1
pemain karenakan updateh freem,0
puas game,2
fungsi bp game apasihh beli baju langganan perbulan,1
terhormat tentcent segi permainan bagus segi hokiannya tolong diringkatkan ya,1
pubg login,2
mohon pengembang naikin merit pertandingan poin merit sulitkan main peringkat koneksi jelek kadang terkeluar mohon,1
kasih bintang main ketemu lawannya setara pangkat grafik terputus putus perang ramai menghindari perang biar grafik terputus putus kadang lancar mohon perbaikitapi jaringan oke sekian terima kasih,2
ponsel realme profesional ram bug tombol metkit beruntung tembak hilangini mengganggu perang pakai metkit buka tas selebihnya pemilihan lawan adil main seminggu lawannya profesional sulit belajar,0
berat tahan perangkat,2
bagus kalah,1
ok,2
game haram salam anak mobile legends,1
dev game play peta multipemain aneh musuh atupun teman tim teleportasi mohon bug diperbaiki,1
lancar main pakai wifi jam malam pubg,1
ok,2
bruk ya pubg,2
mengerti mainnya ikon layar bahasanya dirobah,0
grafik buruk,1
game haramkita berperang bertammu dasar game haram game bertamu haram game jelek nyaman game free fire lebihh bagus game mahal jelek haram mulung game haram game menyembah patung bodoh game haram,0
beli game,0
game bagus hapus android ram kuat main pubg,1
game lancar mengecewakan,0
pencinta game pubg mobile game dulunya data parah langsung game ponsel sekelas minimal harga juta bawa pensiun kesal bug drop kendala temukan in game kebijakan game memperbaiki terima kasih,1
mohon perbaiki koneksi lobi main jaringan stabil,0
gamenya bug koneksi stabil berbeda pubg mobile mohon ditingkatkan stabilitas gamenya stabil bagus versi terima kasih,1
cheat pls ketat pengaman orang headshot logika,1
bagus,2
segi game bagus bagus bermain pubg ya bug wajar perbaiki lgisekali biasaa segi permainan,1
games bagus,0
mohon ukuran game perkecil pubg mobile berat mainkan grafik terputus putus drop,0
game berat grafik terputus putus drop semoga kedepannya ringankan,1
kasih bintang,2
wiw,2
main tingkat turunnya drastis membunuh masuk akal parah,0
game rusak bug perbaiki krafton,0
bagus puas main tolong sistem gacha peti naikan item,2
bagus bagus jugasoalnya ndaftar,1
coba perbaiki jaringan bagus lambat tencent,0
game rusak mengalami bug penonton recall menerus jaringan ms,0
ya pubg login layar utama pubg kedap kedip habis game pubg ya bug ponsel mengunduh,0
bagus,1
game bagus lemah peretas mudahnya bermain game mobile koreksi sensitivitas tombolnya berubah diwaktu lelah nyusun ulang sesuai,0
pubg bug ya separah langkah musuh teman tembak kejauhan suaranya bot mode tunggal tembak suara langkah sejelas lantai hinggal suaranya kadang suara musuh jaringan suka melompat stabil ms suka melompat antolong diperbaiki kenyamanan,0
bagus ukuran game tolong turunkan kasihan orang main ponsel kuat,2
tolong ya bug pelurunya meresahkan bug mendengarkan stepjejak kaki musuh,0
game stabil ponsel ram grafik buruk ponsel ram masuk hd graphic lancar teruskangen game pubg free fire aduh mekanik seharus game peminatnya kerenakan berkembang game menurun peminatnya,0
memaksa tutup,1
lancar,0
admin tolong turunkan ram main patah patah,1
bug,1
game kancah internasional,0
bug tembus tembok mohon,1
kasih bintang ya,1
pengembang cintaku sayang bebkutolong gamenya mengunduh percepat biar cepat mainnya penasaran biar paket habis cepat main gamenya kayanya seruh tuhh main gamenya penasaran percepat ya maaf tunggunya matahari bersalju anjing,1
mohon turunkan peringkat main tolong bantu concueror,1
main musim bagus seni mode tambahan main bug ngefreeze tolong ide modenya jng meniru game sebelah suplynya tolong adil sukses tencent,1
login akun google,1
puas permainan,0
keluhanku main team deathmatch arena suara menjeritnya hilangkan kena tembak mengganggu intinya cm sial,0
pembaruan bagus pubg masaak iya main desah,2
ok,2
ye,2
perangnya seru,1
grafik terputus putus ponsel kentang,0
semenjak pembaruan memaksa tutup parah game,1
hoki dpt,2
pengembang tolong perbaiki sistem bug pubg pembaruan main game lancar pembaruan game lancar grafik terputus putus patah patah menunda suka duluan tolong diperbaiki kualitas game menurun kesalahan bug,0
sulit daftar,0
ya game memuaskan,2
semenjak pembaruan bergairah jaringan stabil mengunduh peta tonglah bergairah perbaiki biar semangat main,0
tolong optimasi fps ponsel pintar menengah kebawah,0
malas pembaruan melulu peta ulang mengunduh game bug,0
kasih bintang ayo kolaborasi free fire,2
anjing,2
seru bagus,2
kasih bintang ya pertandingan pertandingan jaringan wifi lancar ditambah bermain squad sinyal merah perangkat bagus tolong dev perbaiki kendala rasakan,1
tencent tolong turunkan spesifikasi pubg biar pakai ponsel kentang,0
bingung game membakar ponsel membuka memain memegang panas,1
tolong tencent spin hoki tolong hoki in semangat spin ya,0
acara helm krafton mesti ayam dpt helm gratiskan keren helm dapatnya gacha pakai uc,1
tencent pubg mobile ringan mengunduh pubg mobile ringan ya tulisan ya item tersedia negara,0
in gm grafik buruk,0
game hd,2
game bagus kekurangan musuh profesional ya pemula tolong perbaiki secepatnya,2
babi selesai pembaruan plh mengulang anjing,1
pubg mobile is terbaik,2
memuat,2
game memuaskan game semoga kedepan pembaruan menyenangkan semangat pengembang,2
game krengrafik bagus bagus trmakasi aplikasi semoga rezeki lncar,2
bug,1
fun membaca membaca pubg komentar orang komentar be pubg pengembang pubg pengembang sungguh ramah so to mengunduh me,2
game bugupdate musim mengganggu cheat server pokoknya cupu,0
main free fire,2
suka game grafik high definition menghabiskan penyimpanan analog buruk bergerak,1
segi grafik game menarik penyimpanan bagus tolong pengembang game bagus jaringan masuk akal tolong jaringannya perbaiki ya pemain mengalami terima kasih,0
aduh pembaruan ya,0
tolong suka bug turun pesawat mati lucu anjing,1
bagus game,0
banyaknya bug bermain contohnya penonton bug teman bermain membangkitkan bug terhubung game,1
jelek,0
good game buka,0
ponsel kentang main,1
perbaiki bug,1
pembaruan lambat grafiknya benarkan terjun payung lobi gambarnya,1
game haram mati asap,1
tolong perbaiki bugnya,1
berat sesuai kecepatan internet indonesia,1
kebanyakan musuh ngecit,0
hm coba semoga game bagus,1
game merugikan meningkatkan ngabisin kuota jaringan lambat pindah game tiada maaf,0
seru,2
temanya robot plit,2
game bagus,2
orang bodoh,1
bagus setelan fps ponsel mendukung fps game berat mendukung,1
mengunduh aplikasi pubg mobile plestore selesai mengunduh buka oh login bilang mengunduh rouse obb game baturibet mengunduh free fire parah langsung mengunduh buka game tarik,1
game memuat game seru,1
greg harry ice fruit fedex pergi sighs,2
pubg main teman tiernya pubg main memandang tier,2
jaringan stabil,1
pembaruan bug,1
gems bagus ok grafik bagus gwa pleyer main butuh mendukung semoga bagus mainnya,2
gamenya bagus bug tencent tolong hilangkan bug,1
bagus game mobile legends ya karakter haya busa suka alucard,1
bug orang mati tabrak pakai perbaiki tencent tolong,1
fps stabil suka lancar cheat,0
bermain game musim sedih lihatnya bug mohon diperbaiki,1
bug metro royale meresahkan tolong diperbaiki hukuman pengguna bug,0
game bagus,2
pembaruan masukkesal bangatkenapa astagathis biaya uang katanyaga main nyadownload obb berlari lagipas play store ketik obb runningmainkan eh ajaudah notifikasinya masuk terusdownload obb melayani berlari,0
semangat pejuang kentang gwj,2
is cheer park so ms am kecewa tolong tencent perangkat is memadaikan ms,0
terima kasih,2
seruh,2
gataumales ngomong,1
bug ngupdeat bosan pembaruan,1
masukan pubg mobile grafis optimalkan ponsel ponsel spesifikasi mencukupi main game patah patah jaringan ok bagus main perang kadang fps drop kecewa ramai mengganggu pertandingan mode fpp pemain ganti bot push pertandingan tunggu pertandingan mengurus mode tpp arus seimbang,2
suka game,1
ya pembaruan musim bug mobil dacia jeep suaranya,1
main terputus seru seru kecewa,1
ok,1
kurangin kakak,2
mencoba ah ramai lanjutin,2
mengunduh,2
game terbaik,2
game kerajaan pertempuran terbaik pc mobile,2
game babi masuk menyesal mengunduh,0
bug,1
bug rivaiv benarkan hai tencent teman rivaviv tombol tekan berkali sinyal bagus tolong perbaiki ya,1
game bagus bagus bug perbaiki main granat peralatan medis hilang lancar fps menurun ketiga server memutuskan jaringan nyaman nyaman semoga diperbaiki,0
bagus,2
pubg pembaruan sumber mengunduh ulang peta mengunduh ukuran,1
setahun main pubg bug melalukan login pertandingan game tolong krafton perbaiki mengecewakan pemain,0
bug,1
ah,2
ancrit beliau,1
mengunduh sumber error masuk selesai buang buang kuota,0
login facebook tolong perbaiki akun harian,0
kembangkan grafiknya mendukung pemain kualitas perangkat rendah,1
game berat,1
gila game pemeresan item mahal,0
seringpembaruan game maininterus mo main,2
pengembang masuk habis pembaruan pubg mobile masuk langsung memori penuh ponsel rusak ponsel oppo tolong pengembang main pubg mobile tolong bantuannya,2
terima kasih mengabulkan permintaan pengaturannya halus ultra membuka kunci fps perangkat hardware berharap kedepannya snapdragon seri tersedia pengaturannya halus extream,2
maaf admin ukuran game kasihan ponsel kentang main bergabung game updetan kurangin ukuran game terima kasih,1
game bagus kuota cepat habis mohon ya perbaiki ya intinya bagus nyaman bagus game pokoknya data menghabiskan kuota,1
ponsel ram lancar parah pakai ponsel ram ram lancar,2
selesai pembaruan dibuka,1
bodoh menit,1
tolong data data kurangin,1
pilem bokef,2
coba nyaman wog slebew,1
depolepernya tolong perbaiki bug gamenya pemain terganggu kondisi memainkan game,1
sinyalnya stabil push peringkat sulit,1
aka pakai kambing menyesal,2
pembaruan pembaruan ulang,0
perangkat prosesor snapdragon mengalami grafik terputus putus berhadapan musuh game grafik terputus putus menjatuhkan prosesor mendukung game game menyempurnakan prosesor sistem perangkat mohon perbaiki secepatnya salam winner,2
kasih bintang ya,1
musim main kecewa bug barusan ganguan server masuk game history hasil main afk langsung hapus instalan pensiun sajathank pubg menemani teman keluarga,0
terhormat pubg mobile prajurit petarung senang pembaruan menarik tambahkan kesan menyenangkan bertempur mode solo duo squad prajurit menemukan mengganggu lancar suara tim patah elimination permainan membunuh musuh harap diperbaiki terima kasih,1
hai dev maafkan ulasan pemain maksimal,2
game bagus grafik hduntuk game pubg maksimal hd,2
ponsel kentang main ya acara game is fun ya fun bermain on rendah kapasitas telepon selular,1
senang pubg mobile versi main error,2
game grafik buruk free fire,1
serasa ponsel mekedak,2
masuk gamenya pembaruan,0
buruk me,1
bagus kadang framedrop,2
lancar main game pakai snapdragon lancar tolong perbaiki,0
jelek,0
bug hilang keluhan grafik terputus putus tolong perbaiki tencentkraftonlevel infinite,2
game bagus lambat laun game berat fps stabil grafik terputus putus ponsel mendukung mohon perbaiki,0
grafik buruk free fire,0
game mohon moderator mute pemain toxic membenci pemain toxic,1
gagal login ponsel tolong diperbaiki,2
game login in,0
giliran hapus instalan pembaruan berlari acara mengunduh habis acara bagus pubg mengecewakan pemain main mengecewakan semoga kedepan bagus,2
anjing,2
bug pertandingan bug suara senjata lawan layar berubah hitam mohon diperbaiki bugnya mengganggu permainan,1
bagusan tencent,0
pemain nyaman pubg,0
sulit kontrol,1
tolong perbaiki ya game,1
pemain pubg tinggalkan pubg bermain free fire ngomong ngomong bercanda suka game pubg semangat pubg,2
mengunduh semoga game bagus diharapkan menguras memori ponsel,1
aplikasinya bagus,0
gamenya bagus bugnydan lancar,1
pembaruan penyimpanan,0
kebanyakan bug game urus,0
bagus seru,1
tolong bug bug benarkan,1
bagus aq suka kalahnya penasaran ambisi,2
ya ghillie desert sulit cari,0
peta payload hapus suka persenjataan kendaraan suka peta tolong kembalikan peta payload,0
smakin pembaruan smakin lancar,1
bug parasut dilepas karakternya terbang jatuh mati,1
semoga main,2
bagus gamenya,2
seru,2
game bagus pubg game free free berbeda,1
game bagus seringkali bug bug,0
maaf pengembang bug game kadang seru main pemberi tahuan server pubg hilang kadang suka kesal seru sinyal oke mohon perbaiki pemain menikmati permainan sekian terima kasih,1
senja point blank,1
bagus,2
kasih hancur,0
jelek jaringan stabil game haram,0
msh mncoba,1
akun kelama main pembaharuan,1
beli game,0
bermain pubg mode payload senjata melipatempatkan menggunakannya aneh mode tunggal salah fokus tekan salah fokus amunisi bug tolong perbaikan bug terima kasih,0
kasih bintang mode zombie bertahan hidup membunuh zombie berubah tolong kasih suka tolong ya klasik spiderman tolong ya pls kasih bintang,2
tolong perbaiki gime main ditembaki musuh dimana langkah musuh lari kepos tutup pintu buka lihat musuh aneh dimana musuh tembak tolong dibantu mksibhh,0
pertandingan pertandingan,0
game kontol bug masuk anjing game,0
mengunduh nyaman ana sarankan pengembang menutup aplikasi merugikan penggemar,1
mantul,2
grafik turunkan biar pemain ponsel main pubg mobile,2
pubg hapus bug,0
ajarin main pubg kakak,1
lagek mengunduh urung bar,0
main free fire,2
pembaruannya bug suara kendaraan orang dorongan turun parasut bug bangunan arah bingung tabrak tabrak main aplikasi operasi berjalan jaringan stabil tabrak squad lancar rendering langsung kadang parah pusing patah tolong admin perbaiki pembaruan,0
tolong pengembang game dikurangi ya tolong biar main lancar,0
bug,2
kakak mencoba permainan kelebihan game grafiknya bagus mode gamenya kekurangannya ya data dalamnya data dalamnya salah mengunduh habis kakak disana terkejut ya mengunduh data dalamnya main game ponsel kentang ponsel ya tolong diperbaiki ya,1
gerakkan sesuai ponsel tolong permudahkan,2
haha jelek,1
ngabisin kuota,0
game rusak,0
mohon game pubg mobile grafik ringan rendah dimainkan ponsel ram,0
coba ringanin kakak seru,0
pembaruan versi terbaru server menanggapi,1
game na jelek,0
coba perbaiki lambat bintang,2
masuk eko,1
jarang hoki,2
kasih bintang permasalahan bug game bug turun grafik berubah buram berharap bug atasi,0
gfx lancar ganti ponsel ekonomi miskin tolong,1
ponsel kentang,1
mengharuskan sinyal bagus lancarsinyal jelek langsung lobi,0
tolong perkecil ukuran pembaruan,2
main main ponsel ram patah nyaman mainnya,0
akun blokir mengunduh play store,0
pengembang game berat ya tolong kecilkan ya,0
tolong bug suara pembaruan game bermain delydan suara tembakan tunggal autobantulah perbaiki secepatnya,1
ya game muncul tanda tangan berisi karakter sah,2
stak selesai selesai,2
bug tolong pengembang game bug bug mengganggu,1
perifikasi langkah sulit login nomor telephone tautkan hilang sulit kode kode kirim gmail akses gmail mohon cs bantu memecahkan,0
game rusak jelek peringkat silver iv petemukan peringkat penakluk pubg rusak,0
grafik terputus putus seru perubahan,2
bug,1
pakai iphone profesional maksimal asli lagemang waras game asap,1
gamenyasih bagus gamenya lancar mengunduh pubg sedih,2
membenci benci main game hehe gatau heh malas gamenya bagus main paksa dasar laki perempuan main pubg cari hai cari mulus plus seksi apalah main aowkaowk marah game orangnya dasar aneh intinya laki maunya cobalah memaksa asgh dasar manusia,0
game bagus wajib mengunduh acara keren,2
upgredpadahal ram kapasitas memori,1
koneksi stabil pembaruan rusak game tencent,0
grafik terputus putus,0
kerren suka,2
salam game sebelah call of duty mobile,2
bos ponsel berat beget main game suka leak,0
pembaruan bug merugikan,1
pembaruan sulit pembaruan,0
kadang kadang,0
orang akun akun kena blokir tuduh cheat main teman tunggu game coba atur bedakan cheat hebat raport cheat hebat kah tuduh cheat aneh,0
game bagus,2
ok ok,2
jelek,0
terpaksa hapus instalan ponsel sanggup niat hati senang bnggt pubg game bagus memaksakan kehendak kecewa ponsel biarpun lancar ok main teman fun parah perangkat sanggup ganti ponsel namanya orang berkecukupan maaf hapus kecewa pengembang pubg mobile,0
game pubg zaman reali furri keren,0
aneh pubg ya main lancar jam ya jam eh login pubg tutup paksa,0
ponsel penyimpanannya macet kasian,1
bangini game bug,1
pubg seru pembaruan pemain kehilangan senjata favorit pemain kendaraan helikopter alasan ukurannya tolong balikkan peringkat game wujud pemain bersenang senang game mohon,0
cheat,0
bug,1
kebanyakan teman main mobile legends kakak kakak jadis hapus mengunduh mobile legends,0
game bermain menarik pembaruan,2
pembaruan suara kendaraan hilang admin,1
game bagus terpaksa hapus mengunduh data,1
grafik bagus recoil tinggal jaringan login pubg bug,1
data grafik buruk,0
it,1
cheat,0
grafik buruk main,1
bagus brader,2
free fire grafik buruk pintu,0
game hancur musuh jaringan down,0
wow sckinya mahal,2
parah pembaruan nyaman main suara in game menjarah menunda bagusan pembaruan ky,1
game rusak mengalami bug penonton recall menerus jaringan ms,0
ukuran file memori penyimpanan sempit beranjak game am kecanduan game,2
ya ghillie desert sulit cari,0
game seru,2
bug kerusakan musuh tembak memukul mati gantian tembak memukul santai keterangan kerusakan ponselnya brapa smisal pakai vest kerusakan mati mati anjing,0
gemapaan game haram game pencang,2
iya granat hancur,0
hallo maaf pengembang kasih bintang main mengunduh mengunduh data ruang jaringan bagus membuka aplikasi,0
pengembang mohon hilangkan pangkat ace sulit menaikkan concueror,1
lancar main coba lancar main,0
framedrop fps jaringan stabilping bagus mainhp vivo profesional ram prosesor snapdragon kentang pubgudah paham pubg game berat ponsel android plagsip iphone mainkan pubgklo pubg sepi pemain,0
login tolong dipercepat ya game seru,0
admin pembaruan ponsel kentangh,2
mengunduh seru jaringan bagus lambat,0
tolong bug bug benarkan,1
mode batel royal mode malam,2
cheat bermain game suka kalah cepat musuh ponsel bagus tembak tembak kalah,2
game berat pensiun main pubg mobile terima kasih sumber daya hiburan,0
iya bagus buug pink merah perang kesal musuh tembak mati tolong perbaiki bug harap kedepannya dpt harap tanggapan sekian terima kasih,1
pembaruannya berat hpsering grafik terputus putus lancar berhadapan musuhuntuk sinyal kelancaran ponsel pengaturan khusus game main game pertarungan medan lancar jaya lancar tolong diperbaiki kapasitas game game playnya berat android,0
bagus game,1
tambh jelek,1
game seru main barang kawan,2
pubg sesi habis kadang main coba benarkan bosan,1
ok hiburan,2
bagus,2
game buriik,1
berat admin gbnya ponsel kentang kuat,0
nn,2
tolong servernya perbaiki lancar bermain,1
acara berguna bug langkah mendengarkan musuh,1
copicop cheat gerak,2
gamenya baguscuma kebanyakan mengkonsumsi rom memori telepon saran sayakalau sihkurangi,1
game bagus maaf kakak robot,1
kaku bos seru,2
bug,0
kakak ram lancar grafik terputus putus,1
kontrol game jelek grafiknya hd free fire bagusan,0
anjing main julydan pembaruan login bilang oterasi gagal tencent,0
tolong optimalkan game ponsel midrange,2
miminpubg ganteng tolong grafik dibuka ponsel kentang tolong yaaplis admin ganteng ya tolong ya retas,2
tencent tolong terblokir account,1
login twitter kesalahan,0
sumber bergerak mengisi memuat pembaruan error kode,1
tolong pengembang keadilan pakai akun tamu main terkaitkan akun facebook tolak main game play bagus,1
permasalahan performa,1
pembaruan mlh bug kaya telat tanggapan kisaran detik tembak musuh duluan pemain mati duluan telat tanggapan bug tolong perbaiki kemarin lancar lancar pembaruan,1
kebanyakan bug,1
game bagus grafiknya bagus seru dimainkan ya laser ditaro random,2
pubg pembaruan musim tolong tema livik ubah pubg pubg kenangan pubg in tolong,0
halo tencent game game adil cheat merajalela hidup facebook cobalah tencent menanggapi rugikan,2
wow to pembaruan bagus,1
game bugnya ponsel meledak canda ya teman ya,2
anjing aplikasinya,2
bosan om mengunduh game,2
bug benarkan duluevent kedepanin,0
tolong admin jaringan lancar langsung bug tolong nyaman main tolong perbaiki,0
suka main game,2
bagus error giro errorharus mengulang ponsel,1
bagus,2
game haram hapus game haram grafik buruk,0
bagus,2
game bagus sayang ram rendah sulit turun kota bangunan turun gambarnya terkadang tembok pagar tolong kakak versi ringan ram rendah,1
skin,0
grafik buruk co anjing kelas,2
login twitter krafton parah anjing,0
hy permainannya install kasih bintang permainannya seru terima kasih,1
hati kau tencent kasian ponsel kentang penyimpanan,0
oklahtugameburiksikit,1
pubg ramah internet lambat lambat langsung pemberitahuan server menanggapi cuih benci,1
bug recall main acara parah pembaruan,1
pembaharuan,1
sumber bergerak mengisi memuat pembaruan error kode,1
perkembangan bagus kasian ram,1
tolong perkecil ukuran pembaruan,2
buka pubg,2
tolong suara langkah perjelas suara langkah jarak dekatnya langkah musuh sulit prediksi kadang lawan muncul suara langkah langkah kaki saran perbaiki aq hapus instalan game kesayangan ram berat bermain,0
lobi main memuat,0
sulit masuk game sinyal stabil tolong perbaiki pensiun pubg mobile,1
mendapati kegagalan masuk via twitter tolong perbaiki,0
pemain barubagaimana karakter bermainjika login outlog in ajangulang lagikalo tekan creat tulisnny nama memiliki takencara mainnya,1
game mengalami macet memuat ranked jaringan bagus selebihnya mantep,2
pengembang masuk habis pembaruan pubg mobile masuk langsung memori penuh ponsel rusak ponsel oppo tolong pengembang main pubg mobile tolong bantuannya,2
bagus bagus,0
tolong kuota boros boros kasian main pakai kuota tolong pembaruan kedepannya kuota boros boros ya game bagus,1
berharap karakter pubg mobile lik free fire free fire tencent pikir otak karakter geratis bayar pakai uc merepotkan orang ponsel bagus pikir tencent berharap karakter pubg mobile geratis bayar pakai uang masyarakat indonesia uang tolong tencent memuat cepat memuat pakai memuat tencent dengar kat,0
mohon pertandingan diemulator,1
bg tolong perbarui pembaruan ya kauta langsung habis ganti bendera frofil giaman,2
mohon pembaruan gambar,2
game pubg memiliki kebijakan akun masuk akal sadar pembaruan makan ruang penyimpanan hapus sebentar keperluan mengunduh pakai akun akun hansnomercy cek tolong masuk akun mainkan kebijakannya aneh hai balas butuh solusi,0
bagus bro,1
cheat,0
game grafik buruk bit,0
terbaik game,2
bagus,1
tolong perbaiki bug admin,1
laiyo,0
bagus hd pusing mainnya,1
bagus,1
bagus menarik,1
pubg furak dunik sempre iha pembaruan hla deit fli ne mama araska uitoan fali,0
game asw,0
