content,sentiment
bagus,positive
colii,positive
kenapa habis call me ngelek abis gamenyatolong di perbaiki,neutral
seru,positive
cara donwload nya gimana min,positive
selalu bug turun dari parasut jdi gk bisa ngapa sayang bngtpdahal gamex bagus bnget,neutral
tolong ram nya jangan di naekin masak pas apdet harus ganti hp tolong lebih kecil lagi ram nya,negative
dari awal main nih game enak gak kaku kek robotsekarang bjir kaku kalisama nge swipe screen pas lompat sama setelah lompat sering gak bisa kacau,negative
kenapa setiap main masuk loadingnya lama sekaliada apa dengan aplikasi ini,neutral
mantap bagusd,positive
game rumah lengkap,positive
makin kesini makin ngeframe,negative
uninstal lagi msak helio gak mampu main pubg patah poll,negative
guuye,negative
belum bisa menggunakannya,neutral
game kontol,negative
ko setelah update pubg saya jadi ga bisa di buka ya,positive
sering banget ngebag sekarang woi,neutral
tambh jlk,neutral
game favorit,positive
suka,neutral
anjay papji tolol,positive
lama lama gamenya makan beratmohon itu di perbaikijangan mintak update tp belum di perbaiki laporan sudah banyak tapi belum ada tindakan,negative
good bye pubg terimakasih udh mengisi hari dari season smpe skrnggood by teman online ku hp udh gk kuat setiap kli update bnyk yg pensi gara kurang kapasitastolong kembalikan pubg kyk tahun yg lalu,negative
wa gm ya bagus banget tapi ada permasalaan sedikit,positive
sangat cocok untuk di main kan,positive
game ni ko berat bgat instal ko ga jadijadi,neutral
banyak bugg,positive
mantap,positive
login server gagal terus gk bisa masuk gak bisa main padahal internet aman aman aja ini update paling busuk kalau begini terus uninstall aja nih game,negative
grafiknya cacat patah karakter ngga normal,neutral
server tidak merespon trus tuh maksudnya apa tiap awal season selalu aja kek gini mulu bikin poin push conqu jadi ketinggalan trus klo dikit eror gini oi tencent hpjaringan udah telkomtod knp malah ada masalah susah login gini oi,negative
kurang optimasi,neutral
game anying,negative
mantap gamenya gk burik kaya ff bikin mata sakit klo ini udh kaya real live mantap pokok nya,positive
kasih bintang dulu soalnya di saat aku mau download tapi masih sering ngeleg gitu,neutral
hai pubg mobileuntuk game sudah bagus dan aku suka tapi kalau bisa game agak di ringankan untuk hp low end karena framerate yg banyak membuat lag aplikasi pada handphone saya,neutral
oke lah,neutral
sama spt laen ngefreeze ngelag,neutral
masih ada kendala dengan sinyal yg suka merah padahal jaringan saya bagus dan lancar dan ada sedikit bug yg mungkin perlu di perbaiki oleh developer thanks,neutral
ternyata seru jug maen pubg di bandingkan ff,positive
mantap jiwa,positive
ajglah ganti bintang jaringan normal tp main tdm lag mulu mana pelor snjta juga gk ada makin kesini makin parah,neutral
lama kelamaan banyak budnya cok asli gak bohongmain mode arena vs aja gak ada koinkadang camera hitam semua bangkekdiperbaiki lah cok,negative
burik cok gelut di hapus aja cik yang nomor tiga,positive
enak game nya,positive
plis lah jangan dibiasakan kalo habis update sinyal error terus,neutral
game nya bagus,positive
ini kok update malah makin buruk gamenya sering fps dropngebugturun dari pesawat map putih tombol granat sama medkit kadang gk munculdan air sungai malah hilang entah kemana padahal hp sy udh spek gaming banget loh tolong perbaiki ya di update jangan banyakin skin dan item aj perbaiki juga kualitas dan grafis gamenya dong,negative
sgt mantap sampai gb,positive
kenapa saya tidak bisa apdate yamohon dibantu,neutral
susah susah donlot harus donlot data lagi bajingn,positive
gamenya bagus tapi blang haram,neutral
min kok selepas update bnyk bug nya ya suara tembakannya kaya bot semua padahal player dan langkah kaki musuh kadang ga kedengeran tolong dong fix bugnya cepet min,neutral
susah masuk permainan tolong di bantu,neutral
game nya bagus tpi bnyk cheater saya sudah report tpi tidak diban mohon untuk diatasi karena sangat menggangu dan merugikan orang mohon diperkuat anti cheat nya,positive
makin banyak bug jdi di uninstal aja ahh maaf ya,negative
sya ksi bintang,neutral
bagus keren,positive
gamenya berat,negative
game ter bug di dunia,negative
gw pake data cuma gb hari kalo main pubg ping nya tinggi terus tapi kalo main game sebelah ping nya bagus dan mohon untuk ping nya di buat agar bisa stabil oh iya semoga untuk grafik saya bisa coba yang hd atau gak hdr karena hp saya spek ya lumayan lah ram gb,neutral
tolong dong min orang orang bangladesh nepal india myanmar blok aja servernya pada ngendok gaming mereka jadi ga asik,negative
jangan dikit dikit update dong,neutral
halo development saya mengalami jaringan buruk padahal wifi saya sebelum main sudah saya cek ms mengapa jaringan nya ngdrop naik turun terus tapi sekarang grafiknya meningkat jadi lumayan bagus dari pada updatean sebelumnya tolong dong development jaringan nya naik turun terus,positive
semenjak pakai hp kentang sudah tidak pernah main lagi rindu uyy,neutral
gak ada skin yang gratis kah,neutral
we ask with all our hearts as pubg mobile players we hope that pubg can add feature to buy materials for weapon upgrades on the page shop because some of us have gone to great lengths to get these materials so we ask with all our hearts to the developers hopefully requests we as players can be granted greetings from pubg mobile players,positive
mantap,positive
bagus sihh updatennyatapi plis lah bug nya di kuranginbnyak player ngendok pake bug jd ga seru,positive
setelah update banyak bug tdm peluru hanya saja,negative
kren,positive
gm nya bagus kenapa gelak dan gelek setiap main tolong di per baiki jangan kaya gini terus dan ada citer nya jangan pembaruan terus geh,neutral
mengapa kalo setiap pilih maps kok ga busa pasti keluar gimana sih,negative
masih banyak bug sperti bug damage di tembak nggak mati lawan nya giliran kita yang di tembak langsung matii,neutral
mantap,neutral
comeback,neutral
kenapa disaat kita sudah mati mau nonton tmn main gambar nya lag lah,neutral
saya masuknya lama,neutral
tolong lah bug nya di tindak lanjuti gua main solo udah nembak gak mati mati,neutral
tolong perbaiki sinyal nyapas lobby aman aman ajakenapa pas main ping nya langsung anjlok ampe tu sinyal,neutral
pubg tolong hapusin gabsa main di bawah rank,neutral
grafik patah banget di hp nokia jadul ku,negative
kenapa ya sering leg padahal jaringan bagus tolong diperbaiki,negative
kenapa pubg saya error tadi saya relog pas login lagi malah download is running mohon untuk di perbaiki masa saya harus download ulang kan ngehabisin banyak data,negative
saya udh lma gak main pugb karna device hp kntang yng tidak kuat hp ny tlong kasih saya hp yng bgus yah,positive
bagus,negative
makin kesini makin parah dari segi semua nya,negative
bintang tiga dehhmemang dari segi grafik permainan realistis tapipubgm sering ngefreezeforclose padahal memori saya masih free gb kenapa mengenai hal itumohon diperbaikin,neutral
game nya bagus grafis nya jaga hd tapi masalah jaringan sangat diperhatikan karena sinyal saya bagus tapi tidak bisa masuk game,neutral
knp saya tidak bisa pasang pubg mobile padahal kemaren bisa tolong di perbaiki untuk tencent,neutral
abdet semakin susah,negative
pelit event skin gak kaya moonton,neutral
bagus sekali saya sangat suka,positive
aku suka,neutral
tolong dong pihak dvolopermkin lama jgn mkin beratkasian kami user device yg kurang mumpuni yg sangat menyukai game ini donlod automatis nya pun di hilangin dong,negative
lumayan mantap,positive
bo kef,positive
lama nya download pake wfi,neutral
ada perkembangan dalam perbaikan,positive
saya tidak bisa menggunakan akun saya lagi tidak tahu apa penyebabnya saya bermain sportif tidak pernah pakai cheat ataupun mencelekai teman satu tim,negative
ayolahperbaiki semua bug dan jangan terlalu banyak makan penyimpanan,positive
kenapa setiap main pubgtiba keluar sendiri,negative
kenapa saya masuk akun lewat fb gk bisa masuk apakah ngebug,neutral
game taik,negative
untuk hiburan saya asik gemasnya,positive
udh kali nyoba download malah gk bisa padahal udh menginstal tetep aja gk bisa padahal sinyal udh bagus penyimpanan juga masih banyak sayang banget kuota nya edit udh coba download kali lagi tapi tetep gk bisa terinstal min padahal pengen banget main game pubg,negative
game ini sangat bagu,positive
tolong dong jaringannya berat banget padagal bagus lo jaringannya masak buat login aja payah,negative
maaf oleh tencen karna saya sudah menghina game anda dan sekaran saya sudah combeck bermain game ini dengan akun baru terima kasih yh tencen game walau pu game kamu haram tapi saya tetap main game ini terima kasih,positive
plagiat free fire,negative
bodoh bodoh bodoh bodoh,negative
tolong perbaiki masalah jaringannya setiap bertemu musuh mati duluan dan ketika menyerang musuh tidak menerima damage secara benar karena jaringan tolong diperbaiki secepat mungkin,neutral
game nya sangat bagushayang ngising tapi ge,positive
semakin tertinggal cuy,neutral
untuk hp menengah kebawah susah buat main pubg msh banyak bug,neutral
kenapa signalnya harus full sih klw sedikit lemot mlh kembali terus ke layar awal zonanya terlalu cepat mati sebelum memperbaiki diri sering ngelag,neutral
kok cacat gini jadinya game ini tencent saya main sedang asyik nya malah tidak bisa ditekan tombol apapun tolong dong saya udah lama main game ini tiap update baru selalu ada aja masalahnya,negative
pengen di sapa doang sama developer nyaudh gw kasih bintang loh,positive
kalu bisa untuk grafik di turunin biar player hp lain bisa main lagi pubg mobile,positive
lumayan buat hiburan dari pada betmut,neutral
tolon batu aku,positive
mantap jiwa,positive
bug nya lumayan banyak,neutral
pubg udh ga kaya dlu sering ngebug pas turun dari parasutkalo ama teman terus turun bersama itu sering ngebug menyelam di tanah dll kebanyakan orang random toxic jual diri sbagian player cwe,neutral
setingan sensitivitasnya lebih gampang ya skrg atau emg dari dulu sensivitas untuk gyroscop donk di bikin on of vertikalnyabiar bisa spesial geser horizontal aja,positive
gemnya saru,positive
makin kesini makin ngeframe,negative
makin di update makin jelek pubg skrg dulu bagus skrg,neutral
di update sekarang masih sering terjadi bug waktu sehabis di recall,neutral
citer nya tolong di bersihkan,neutral
geme cukup bagus menurut saya tapi ruang penyimpanan saya masih banyak dan gk donload geme yang berat tapi kok pas saya main ngekrash yah tolong di perbaiki,neutral
masih ada bug ditraining mode,neutral
tolong donk jangan sering banyak bug di perbaiki lagi supaya bermain game nya itu menyenangkan sekian terimakasih,neutral
kasian hp kentang ga bisa main game pubg,neutral
gak bisa masuk kenapa yaa,negative
aku pingin maen cok cepat yo,positive
terbaik,positive
aku sih yes,positive
game nya seru tapi ada bug pas aku main di ultimate arena aku kan pengen ngekill musuh tapi malah knock rapi pas victory kok tiba tiba dapat kill perasaan aku tadi itu gak ngekill musuh tapi knock terus pas aku main lagi tiba tiba pas aku ngekill musuh yang knock kok tiba tiba dapat kill perasaan bukan aku yang knock down musuhnya tolong di perbaiki lagi bugnya dan pas main boleh keluar game gak dan masih boleh gak battle pharaoh,positive
mantap cok,positive
burik,negative
ini game banya aturannya jadi gw bisa lebibaik kita main ff,negative
knpa di pilih map sanhok malah dierangel tolong di perbaiki,negative
hi this game will come back playing this game wait for me,positive
mantap,positive
setiap turun di kontainer selalu ga dapat senjata sudah keliling tetap aja ngga dapat,neutral
lumayan,positive
game kontol,positive
gabut,positive
sangat bagus,positive
banyak bug bnyak cheater banyak keanehan dalam game yg paling penting bugnya,neutral
permainan ini sangat baik,positive
saya minta tolong kepada perusahaan pubg mobile untuk memperbaiki pusat unduhan karena kalo mengunakan jaringan wifi pusat unduhannya akan terunduh otomatis saya minta tolong agar pusat unduhannya tidak terunduh otomatis,negative
pas login awal langsung keluar sendiri server tidak mrespon hem,neutral
belakangan ini pubg mulai lagi dahada apa dengan servernya kenapa login menggunakan data atau wifi sama aja ga bisa login,negative
gem ini keren bagus banyak draf seperti rumputnya ya asli tapi ada sedikit menyebalkan banyak handphone yg masih di bawah ram pasti ga mampu untuk menyimpan semua file pubg tencent jika gem ini mau jadi pemeran banyak yg lebih main pubg lagi untuk mempermudah hp yg masih ram contoh teman saya mau nyoba gem pubg ini ga jadi download karena file terlalu jahat itu yg pertama kedua mengenai saat kita selesai mendownload apk psti di perbarui kan knpa kta di sruh dwld lagi sprti bndel,positive
kasih tiga dlu ea,neutral
makin berat setelah update,negative
saya sangat senang dengan pubg mobile yang versi sebelum tapi sekarang gak bisa main error terus,positive
ngebug fps drop banget update ini ga bisa download update annya,neutral
fram bug dll,neutral
sangat asik bermain game ini,positive
tolonglah kasi saya bot aja wkwkw,neutral
yobain lah bosen maen ff ml yoba ini rame ga,neutral
bot damagenya gila,negative
aku cinta fubg,positive
frame drop lag,negative
musuh jalan ga ada suaranya sm sekali di mapnya jg gaadalangkah kainyapdhal di bwah persis kocak bgt yg bener lah kalau ngoding niat ngoding ga cil,negative
lumayan,positive
penyimpanan nya mohon di rampingkan,positive
tolong bug nya diperbaiki lagi saya sudah beberapa kali kalah dalam permainan karena tidak mendengar langkah kaki musuh saya kesal dengan gangguan tersebut saya mohon untuk segera diperbaiki,neutral
kenapa lama sekali masuk pertempuran,neutral
bintang dulu karena masih banyak bug dan penyimpanannya sangat besar kan kasian yang hpnya kentang tolong jangan terlalu memakan penyimpanan udah itu aja,neutral
gerapik hd,positive
semenjak akun saya hilang jadi males main pubg kalo bisa balikin kembali akun saya saya dan teman auto pubg lagi,neutral
walaupun masih bot tpi seru,positive
gurning hhnjsbzn,positive
di ringanin game nya supaya enak ntar aku kasih bintang,neutral
tolong dong grafik nya di kecilin dikit karna hp saya patah patah dan ngelag,negative
lama download,positive
gem ini sangatlah bagus,positive
tutor bikin game gmna coba,positive
tolong untuk game nya tolong di sesuaikan di hp yang ramnya atau supaya bisa menjadi game terlaris,neutral
donlod peta ngk bisa knapa nih,negative
game sama sepperti free fire sama game butiq bit,negative
kasih bintang dulu yakarena ada yang aneh di rank cs bug nya ngelag tolong benarkan game ini sat main susah karena bug nya ngelag,neutral
dengan seiring berjalannya update semakin sedikit player yang saya temukan mungkin karna masala devisi makan nya banyak player yg berhenti bermain kadang saya dalam pertandingan itu cuman menemukan bot padahal tier saya crown,neutral
min tolong kembalikan foto qionglaifellow di map sanhok min,positive
donglod mau naik terus,negative
yg hp ram jangan download dah itu aja terimakasih,positive
data penyimpanan nya tolong dikurangi,positive
gem nya bagus dan gerapik nya juga musuh nya juga menantang,positive
metro royal kok gk ada ya,positive
sama sama level infinite,positive
ini game kurang bagusmi,neutral
burik,negative
min tambahin event glacier,positive
gabisa masuk permainan selalu loading di screen,neutral
bang tolong bagi sensi pubg untuk hp oppo,positive
kenapa pubg skrng samah yang dlu itu bedah bangget yang dlu hp ram msih bisa main lah sekarang udah kaga bisa lagi gimana mau banyak yang main klow kayak gini,positive
sangat sulit dimengerti,negative
kenapa lama sekali mengompilasi sumber daya,positive
seru,positive
gk suka sama eventnya,negative
setingan sensitivitasnya lebih gampang ya skrg atau emg dari dulu sensivitas untuk gyroscop donk di bikin on of vertikalnyabiar bisa spesial geser horizontal aja,positive
gamenya gabisa auto aim kyk epep,positive
kok gak mau keupdate ya,neutral
reduce your star bastard the game is broken jerk after being updated instead of adding good even more destroyed please help the developer of tencent to fix it immediately we the players are very very disappointed with all this,positive
good,positive
gk ngikut ngecheat tapi kena banned gk paham lagi gw,negative
apk ini sangat bagus,positive
sistem game kurang baik,negative
saya tidak memakai plug in apa pun kenapa saya di blokir setahun pihak pubg mohon kejelasan dengan se adil adilnyaa saya tidak terima pemblokiran inii trimakasihh,negative
game gg,neutral
server nya gk jls kntl,negative
game apaan ini saya main tanpa cheat tau tau kena ben hari karena deteksi perilaku pertandingan yang tidak normal anda akan dipantau secara ketat untuk melindungi lingkungan permainan pemeriksaan keamanan yang lebih ketat akan dilakukan selama waktu ini dan anda tidak akan mendapatkan apa pun dari pertandingan game gajelas,negative
top,positive
semakin besar semakin cepat saya pensiun device gak kuat,neutral
sempak lah,positive
cheat suntik semua isinyawkwkwkwk,neutral
game najis kebanyakan lag patah patah,negative
game nya lumayan bagus,neutral
saya tau cara terbaik untuk pubg agar sangat baik kedepan nyahapus semua skin agar tidak ada lagi bug di game,neutral
gua kasih bintang dulu karena gua mau nyoba dulu kalo bagus daripada ep ep gua bakal ganti bintang ya moonton,neutral
makan kebab mati ko ada asap,positive
masih banyak chiter dan kalo bisa setiap update jangan besar memakan memori kasihan yg hp kentang goreng,neutral
ogiffifigigigiiogogigoohohohohohogkjtjrusdijtghcufhfibfjfbffbfjfnfjfjfjfjgjggjfjfjjffjgjjgjgjgjgjgjfjd jgjkgjgigjfifjfjgf tolol uhidbdidnjehdi ifjfihifufifjdugguvuvjgiguhugjfjfiiufjfbfjxiudjfjfufjfgjfif fjfifjifjgufjfujifjf fhufufuruyfysijdinfigjgijiigigjgijgjgjdkgkgkgkjgjgjgjgjgjgjjgjghhjgjjgjghfhjfjfjfjfjjhgytyghuhyhghghhghghghghghghhghghyhyhghyuyuyughghghgjhyfugud ryrytytuuf bh bbjgijfifjfufhfhfhghhgjgjgju game ini seru dan bagus sekali,positive
pensi aja lah,negative
lama ga main gegara makin ga jelas sekali nya main eh malah ngelag terus padahal jaringan bagus buat main game lain pun lancar bikin tambah males,negative
jaringan stabil tpi di akhir game frame drop parah betul skrg pubg,negative
gemnya cukup bagustapi saya tidak nyaman dengan upgrade yang saat ini karena tidak bisa login menggunakan akun facebooktolong di perbaiki lagiterimah kasih,negative
tolong data data nya dan mb an nya di kurangin,neutral
tolonglah pubg ram nya jangan dinaikkan terus padahal game nya udah bagus dlu main lancar aja tapi pas sekarang main selalu ngeframe apalagi pas baru turun itu biasanya ngeframe,positive
ok lah buat hiburan,positive
keren gamenya bahkan lebih bagus dari ep ep game nya juga tidak terlalu pay to win ga kaya epep dan cod pay to win amat selain itu grafis nya juga ga burik ga kaya epep bikin sakit mata dahh yah untuk gachanya sih juga ga begitu banyak cocok lah untuk kalian nieh oh ya dev untuk skin karakter dan weapon dan apa pun itu juga tolong ya untuk yg bagus buat jadi permanen biar para pemain baru merasa sgt puas ayo guys sini download pubg sekarang jga no pay to win no bocil caper,positive
kalau lagi war jarak dekat terus kita knock ketika sudah di revive malah icon control nya pasti ada yg hilang sering terjadi icon lari dan icon fire button kiri hilang,neutral
saya cuma mau nanya ni pakai gfx tool aman gk,neutral
untuk developer tolong di perbaiki lgi masi banyak bug dan tolong keamanan ban pan nya di perbaiki masi banyak cheat anj,negative
game nya sangat bagus kekurangan cuma kok musuh nya pro banget ya padahal aku baru pemula tolong di perbaiki secepatnya,positive
game ini sangat bagus saya suka bermain tapi saya sangat kecewa tiba akun saya kena ban tahun padahal saya tidak berbuat curang saya player baru sesion masih banyak belajar rasio kd saya aja kena ban tanpa pinalty record yang jelas saya sangat kecewa mohon kerja samanya saya ingin ambil kembali akun saya,negative
sering nge bug,positive
lumayan leg juga dapat di atasi game,positive
bikin pubgm bertema real life dong katak naik mobil jual beli pertanian soalnya gta sa mobile sering fc forceclose udah gitu mahal lagi,positive
maaf bintang aja dari dulu hingga sekarang gak berubah slalu terjadi bug grafik patah cacat yg berakibat mati ketika mendarat jd susah naik peringkatnya dg menggunakan samsung ram gb bahkan sering bertemu dg peringkat yg jauh di atas saya maaf ya mind mohon sgera di perbaiki masalah yg ada,negative
ea,neutral
game yang bagus dan sangat seru,positive
ada apa dengan pubg hari ini tidak bisa buat apa server selalu eror dan disuruh login ulang,neutral
lumayan bagus,negative
gamenya ngelag parah udah ganti jaringanudah ganti krtu tetap aja sama gamenya cacatpadahal dah main dari season kok skrg bikin kecewaskin diperbanyak tapi gk srbanding dengan yg mainnya curang,neutral
rip hp kentang,positive
tolong untuk developersaya sebagai player hp spek rendah meminta agar super smooth di munculkan supaya pengalaman bermain kami para player dengan hp spek rendah tidak terlalu terbebani dengan lagpatah patah dan lain nya,neutral
download ini tibatiba drop data aku,neutral
tolong dong pronenya buat bisa ditap dan dihold seperti apex legendtambahi animasi masuk kendaraannya dan kecilin lagi ukurannya,positive
masih sering loading pada saat sedang bermain,positive
keren,positive
kak coba pakai bahasa indonesia soalnya aku kok gak bisa bahasa inggris kak,neutral
kurangi lagi data gamenya supaya bermain nyaman data gamenya terlalu berat di kurangi lagi pang,neutral
trlalu bnyk cheater mls,neutral
sya mohon updetannya jangan terlalu besar soalx kalo di hp ram slalu patah patah mohon pembaharuannya di kurangin,neutral
gamenya bagus banget tapi gak ada eskepal,positive
kenapa tiap kali gua log in selalu download data pembaruan kecil si download nya cuma mb an tapi udah lebih,neutral
bisa ngak penyimpanan nya di perkecil,negative
duf semakin lama semakin frame drop padahal device udh mumpuni,negative
nh knp yaa ko pubg skrng di hp gua gk bisa ke bukaa,neutral
good,neutral
dwonload udah kali pas mau di pasang ga jadi ada kek peringatan padahal penyimpanan masih besar,negative
cobak prbaiki koneksi,negative
bagus tapi harga uc di pubg dikurangin,positive
makin kesini makin parah dari segi semua nya,negative
kenapa sekarang pubg ribet sih download nya,neutral
game ini banyak bug nya aku pasti kalau naik mobil ngetril gk jelas,negative
bang update game turunkan mb nya,negative
cuman bintang karena setelah update jadi jelek banget banyak bug lalu sensivitas berubah,negative
karena aku suka gerafiknya,positive
game sudah gak berkualitas terbukti banyaknya yang ngasi bintang server yang sangat buruk ditambah bug yang gak pernah terselesaikan,negative
dear developmentsangat menyayang kan dengan map livikz yang sekarang saya lebih suka map livik yang duluyang sekarang semakin mirip dengan freefire saya sangat tidak suka apalagi harus disamakan,neutral
kenapa tidak bisa di download ni game ini game rusak yaa,negative
bgus,neutral
saya susah ketika ingin main ada tulisan unknown error please restart your device itu kenapa ya,neutral
kaya game indosiar,neutral
dasar game haram gak ada guna game ff dong pubg game haram jangan dimainin para bocilbocil,negative
file nya makin gila aja skrng udh mau gb,neutral
iya maap ya kalo bitang karna saya tidak bisa login,neutral
baik,positive
keseringan update,neutral
event kurang menarik,positive
cepat panas hp,negative
banyak bug tolong diperbaiki,positive
gyjytfyfnfyntgxiixjdjdjdjdjdjdjdjdjdjcjjdjdjddjdjcjcjfjtftuujtufmfufmdymtdtmyydjydjtndyrynrxhtrxjd rydmtdj djrd jydm yufmumtft fu tfm tfumtfutjjejdjxjxxjxnxnxnt fyjtjyftjfycuvmjvmfumctumucmthcgmhcnuctgcumukvymvjgmcjtcu cjtmf ctmcucutmymcucmtucmhfmcumfy fhgmcyfmmfychfmcutmctuchad mymdufmtmcthftumutmffuts dijddjjejdiddjdkdkdkekdk few days years when and was got and to was worked was worked to time tdncfmttymfutmftmufutmm,neutral
mantap,positive
miss my friend and tencent,positive
saya merasakan bug yang sangat meresahkan pas main mode perang itu tetap terjun di aspal tepatnya di pulau spawn di situ saya selalu mati karena zona untuk pihak pubg mobile di perbaiki bug nya agar pemain setia pubg mobile akan merasa nyaman saat bermain game terimakasih,negative
ini ngapa dah wifi gw bae aja main yg lain tp klo buka ni game waktu permintaan habis mulu,neutral
sgini dulu karana baru coba lagi udalama gak main,positive
hai devolper untuk update berikut nya bisakah game nya optimal kan nya karena kami yang mempunyai perangkat rendah sering frame drop dan lag tapi di game online berat lain nya tidak terjadi frame drop dan tetap lancar tolong di perbaiki,neutral
nice,neutral
makin lama makin down performa gamenya buruk sekali soal optimalisasi pubg kalah jauh sama codm yang padahal company sama tencent sepertinya game ini hanya dianak tirikan karena game codm lebih laris,negative
kasih bintang bintang tiga,neutral
viral,positive
min game nya bagus banget sumpah,positive
game terbaik sepanjang masa,positive
tolong perbaiki request timeout waktu permintaan habis,positive
kenapa ya kalok ndonlot game ini sanggat lambbat tolong dipercepat lek sui koyo kudu emosi su,negative
dikit update pubg kntl,neutral
most skins make fps drop,negative
gk seru,negative
bang game bagus sana kereng dari pada ame laingly,positive
udah bagus tapi setelan fps di hp saya kenapa tidak mendukung fps sedangkan di game berat lain mendukung,neutral
tolong beri pngaturan audio untuk video set bajusenjata terbaru karna tak ada pengaturan saat tiba tiba vedeo muncul suara nya terlalu keras bikin telinga sakit dan kaget,negative
mantapp,negative
gamenyaa bagus,positive
suka,positive
gamenya berat hp saya low spec,neutral
game nya seru tapi aku kasih bintang dulu soal nya ada ngeleg dan putus,neutral
oke makasih jangan,positive
bug suara di perbaiki sering hilang sendiri,positive
nice bro,positive
bagus gamenya,positive
jadi jelek mau login aja susah nunggu beberapa detik mulu,negative
malingnya banyak di metro royal tolong ada fitur laporkan,negative
tolong turunin ram pubg pils,negative
hp kentangku ingin meledak kalo makin lama makin gini nasib player hp kentang punah,negative
tidak bisa login lewat twitter selalu ada bacaan seever authentication error mohon diperbaiki agar bisa log in,negative
grafik nya bagus tapi download nya agak susah gitu padahal penyimpanan ruang saya belum full,positive
game nya bagus banget tapi tolong dong developer hp ku kan kentang jadi tolong di bantu buat player hhp kentang biar gk ngeframe,positive
untuk game play menarik tetapi jangan terlalu banyak update,positive
perbaiki bug,neutral
ga masok,positive
assalamualaikum,neutral
kok lama sih download apk pubg,neutral
ping sering turunngebugke hokian gacha low banget,neutral
game nya bagus,negative
woi,positive
semakin lama main semakin banyak update an,neutral
good game,positive
jangan banyakin update yang ga penting amat nambahin berat game doang jadi sepi kan pubg garagara makin berat,positive
game keluar asap lebi bagus ff dan ml pubg haram,negative
bagus sayang nya banyak temenku yg mau main tapi hp nya ga suporttolong lah pubg di berikam grafik yg jelek juga gapapa asalkan bisa main lancar firaun balik tapi temen ku ga balik,negative
oke,positive
tolong untuk dev nya di perbaiki dari segala hal tentang bug yang ada di game pubgm ini,negative
game nya bug nya gak ngotak tolong diperbaiki ya bug nya,negative
saya udah update malah di update lagi duh udah ngaco nih game,neutral
game nya bagus tapi tolong hilangkan bug,neutral
game ini ngak jelas dan player nya positif semua,negative
riyanaj,neutral
aqu kasih bintang dulu masa kita nembak musuh udah banyak gak mati kita aja sekali tembak langsung mati kalau seperti ini gak usah di kasih bintang lima dulu makin lama gak asik game pubg ini,neutral
bagus banget gem ini,negative
evennya kembali tapi tidak dengan kenangannya player old,positive
hr,neutral
mau main aja dipersulit ribet bgt loginnya,negative
jaringan putusputus sementara main langsung berhenti jaringan hilang,neutral
sangat lag,negative
saya kasih bintang karna banyak bug karna sya main tembak musuh peluru nya gk keluar padahal peluru saya tidak habis tolong perbaiki,neutral
game ini sangat bagus tapi sangat menguras memori,positive
bagus sih cuma kurang optimal buat chipset snapdragon gsoalnya mentok di ultra padalah hzgame lain aja kebuka fps masa ini nggaktolong perbaiki lagi,neutral
pubg sekarang makin gak jelasmandang diveshp gw poco pro tetap aja sering bug klo main tdm gakeluar senjatanyaterus pas mau main rank loading nya lama banget padahal gw main game laen enak aman ajatolong lah diperbaiki dan beri kemudahan untuk org yg kurang mampu sebelum game ini gak laku,negative
baru updet udah banyak config bermunculan,positive
tunggu aku ya pubg mau beli hp baru soalnya kentang gk bisa smooth extreme geme bagus grafics bagus aku suka mainya pas lgi boring,positive
bug nya sudah di perbaiki dan fitur game nya makin keren,positive
gak ada event menarik game nya dah mulai ngebosenin fokuss tross sama skin colab dan hal lainnya,neutral
bug damage musuh nembak cman hit mati gantian saya yg nembak hit masih santai aja di keterangan padahal damage emang hpnya brapa kan paling smisal pake vest jga damage kalo an kan mati lah ini gk mati sering banget gini anjir,negative
bagaimana cara memulihkan bug suara kendaraan,negative
pubg makin lama makin parah suara kendaraan tidak ada ketika respawn selalu ngebug tambah lagi kontrol analog sering lepas padahal layar kering,negative
pubg makin makin update makin ngelag banget hp cepet panas fps naik turun padahal saya pakai hp yang spek bagus gimana ni min,negative
bagus bet,neutral
ok,neutral
kenapa saya dowlond ini nggak bisa di buka padahal saya ingin coba gem pubg mobile terima kasih,neutral
taek mnt,neutral
donlod peta ngk bisa knapa nih,negative
good,positive
bagus sekali,neutral
banyak ngebug,neutral
kepada developer terhormat saya minta tolong untuk bug analog nya suka ngunci sendiri tolong segera di fiks bug tersebut,neutral
nggak ngotak banyak banget updatenya,negative
walaupun kadang musuhnya lebih jago tapi tetep nih game masih tetep asik dari dulu,positive
ini gimana ko ga bisa download dari kemarencuman mutermulu,neutral
lumayan bagus,neutral
bagus banget cuma berat aja uc nya juga mahal,positive
lumayan,positive
download pubg biar liat bp konser,positive
pubg setelah update pada banyak bug tolong di fix ya min,negative
bagus pertahankan ya pihak pubgm,positive
makin sini bukannya makin maju malah makin gk serukeanehan banyak terjadicheat dimana manaterkadang bug muncul tiba tiba,negative
coba mau main lagi downloa udh malah cancel wkwk ngakak,negative
tencen plis lah baned aja akun para ciethersetiap aku main ketemu sama ciether mulu plislah udah malas main kalo udah banyak ciether,negative
harus tetap suport,positive
baru mau nyoba sih,neutral
popok,positive
sgini dulu karana baru coba lagi udalama gak main,positive
woikenapa bugnya masih ada kesal banget gua kalo main game ini tolong perbaiki bug recallnya,negative
ente kadangkadang,negative
tencent please unbanned my account,neutral
