content,score,sentiment
berperingkat main game,2,0
masuk akun twitter mohon diperbaiki update update twitter akun masuk,5,2
emoticon anjing,2,0
main kemarin main,1,0
game pubg update sulit update peringkatku sulit,2,0
suka,4,2
update bug merugikan,3,1
good game,2,0
tarif jne nyata dipisahkan dipisahkan kehidupan pernikahannya sahabat ok great next weeks age something else,5,2
game bagus segi grafis emosi sinyal sinyal bagus ulang ulang dicoba masuk pubg tolong pembuat game perbaiki sinyal terima kasih,4,2
main sistem acak tim musuhnya pro kali noob lawannya berpengalaman hapus,3,1
kadang lag overall bagus mantap game,4,2
terima kasih glacier,4,2
game kuat android giga byte,2,0
banned mohon lepas akun,5,2
upgrade pubg terbaru kuota penyimpangan kosong sinyal salah lancar anehnya klik update play store pemberitahuan lakukan tertunda data pribadi wifi,3,1
game bagus bug tolong dihilang bug,4,2
update game berat handphone pakai game,2,0
bug diperbaiki download tdm selesai selesai,3,1
bug benarkan event depankan,1,0
disuruh tolong dibantu,3,1
cheat,1,0
kasih rating bug bug mati suka gerak tonton teman tolong perbaiki kasih bintang,3,1
gamenya keren sulit kontrol,4,2
terhormat tencent player pubg saran bosan lobi mohon ditambah fitur lagu mengimport lagu album,2,0
bug temu berkesan motor maksimal kecepatan tabrak pohon langsung pindah alam masuk tanah untung mencari menang seru hahaha,3,1
bot,4,2
game grafis buruk,1,0
mantan banget,5,2
kali bug,3,1
bagus bro,4,2
pubg serius urus mode metro royale menambah monster misi memperluas peta fitur didalamnya merilis game mode metro royale peminat mode metro royale pubg mobile serius mengharap mode,3,1
versi ringan,2,0
admin room one peta warehouse,3,1
sinyal lag tolong diperbaiki,4,2
main bokong,2,0
mantap,5,2
crown musim hadiah,3,1
masuk,5,2
bagus,5,2
ayo permainan senang seimbang adil cheat pemain pubg indonesia pemain asing,4,2
cheat banned teaming kelas internasional diskriminasi,1,0
game rusak,1,0
poco mantap pubg,4,2
bagus game buruk,4,2
akun kali login diakun pemilihan karakter lelah tekan login masuk karakter pubg rusak tolong perbaiki akun,1,0
game mati giliran ganti handphone gamenya sepi,2,0
mantap cheat tolong hilangkan tencent,3,1
pubg biji,3,1
bagus banget,3,1
bagus gamenya,5,2
space game bertambah game jaya pikirkan peminat android spesifikasi standar setau spesifikasi normal pindah game,3,1
bug tolong perhatikan main event bug klasik normal,3,1
game login,1,0
game rekomendasi ukurannya handphone,4,2
aduh install pakai semingguan update senangnya update bosan kesal menengah kebawah download game game game kelas menengah menyesal maaf uninstall kalinya,1,0
kasih bintang bug event pubg mohon memperbanyak bug gamenya,3,1
main free fire,4,2
coba,3,1
bagus banget sayang rendah sulit turun kota bangunan turun gambarnya banget terkadang tembok pagar tolong kakak versi ringan rendah,3,1
terbaik main game pubg,4,2
game grafis buruk bit haram,1,0
update versi terbaru server menanggapi,3,1
hey tolong kurangi ukuran download,3,1
update berat pubg musim,2,0
adminnya ramah,1,0
bagus game,3,1
gamenya berat banget kakak,1,0
ditingkatkan koneksi servernya terkadang sulit tersambung game recall teman setim mati kena zona avatar game zona,1,0
meledak pubg,2,0
tolong update game macet running obb service,2,0
render lambat,4,2
semangat update mohon developer bug scope kadang adjust cheat berantas,4,2
main solo sulit login payah,3,1
koneksi,2,0
update login,2,0
anjing,1,0
bagus ever,3,1
mainkan game download datanya handphone giga byte tolong pubg mobile perkecil datanya terima kasih,3,1
coba bagus lancar laginya,5,2
tencent macet spesifikasi handphone freeze malas banget bug,1,0
update busuk tata letak simpan ikon lari giroskop error sulit login pengembang membiarkan pengaturan grafis terbuka maksimal biarkan pemain bereksperimen perangkat kekuatan perangkat,4,2
frame main,1,0
anjing banyakkan dagang baju bodoh kualitas sinyalnya baguskan anjing,1,0
game bagus gameplay grafis sayang banyakkan bug contohnya bug misi royale pass lelah menyelesaikan misi royale pass lobi royale pass misinya selesaikan,3,1
tolong diperbaik bug main seru seruan berat mainya botnya platinum,4,2
download bintang hahaha,3,1
game haram bosan,1,0
bagus membosankan variasi acaranya,3,1
kasih bintang stepnya,2,0
tolong tencent game jadikan musim temanku download kebalik pensiun,2,0
anjing banyakkan dagang baju bodoh kualitas sinyalnya baguskan anjing,1,0
bintangnya turun pembaharuan meresahkan pemakai handphone kentang,3,1
coba bagus,3,1
bagus,5,2
ditemukan bug,3,1
pubg mobile buta pemain curang laporan curang ditanggapi kecurangan ditemukan pegawai tencent sengaja membiarkan kecurangan menjual kode curang uang hai tencent tolong periksa pegawaimu disitu,2,0
game haram,2,0
hai rematch play hukuman,1,0
update bagus banyakkan update,3,1
handphone bug lag ukurannya kecilkan,3,1
buruk,1,0
frame parah snapdragon,3,1
game terbaik anak desa main spesifikasi game berat,5,2
pembaharuan skin peta download ulang perbarui download ulang menghabiskan kuota,3,1
semoga next update ukuran data data game,4,2
anjing,5,2
tolong update,5,2
kesal update framenya berpikir handphone cepat panas kali main frame panas kasih bintang bagus handphone ram tolong perbaiki,3,1
ok hiburan,2,0
mohon banget development tolong game ringankan mega byte mega byte download handphone kentang download mohon dikecilkan tambahkan bintang,3,1
grafis buruk gamenya sakit mata hahaha,3,1
seru anjing,3,1
developer coba awasi banget player curang player memakai konfigurasi merugikan player,3,1
tolong scope,4,2
download game mega byte masuk download datanya mega byte mega byte ya pilih ringan selesai pulsa langsung habis bangsat game bro,2,0
lag main pakai wifi jam malam pubg,3,1
perbaiki,2,0
update suara senjatanya diubah enak telinga bass keras kali,2,0
enak kaya kuat handphone frame,2,0
main rusak,3,1
keluhanku main tdm arena suara menjeritnya hilangkan kena tembak mengganggu intinya sial,1,0
game game,5,2
semoga lancar bos,4,2
gamenya lag gamenya bot kasih musuh kuat tencent lemah,3,1
game,5,2
bagus game malas bug bug game semoga cepat perbaiki,3,1
mantap senang teman,5,2
low device menangis bermain pubg hahaha,4,2
bagus mohon fixed bug suka dipintu suara tembakkan musuh hilang terima kasih,4,2
game bagus asyik banget sulit cari match berhari main temu match,3,1
game bagus update sinyal lancar bug diam suara step lancar tolong perbaiki,3,1
subscribe youtube sultan,5,2
bug terjun pesawat mengalami bug,2,0
login twitter kesalahan,1,0
ketemu musuh cheat sulit mainnya,1,0
bug tolong perbaiki bug buggy musuh karakter musuh,2,0
game seru banget kasih bintang,5,2
bug turun pesawat recall darah,3,1
membelinya buka royale pass musim buka royale pass buka tolong enak mencari uang hapus pubg bangsat,3,1
tolong perbaiki bug loading mengalami macet loading selesai bertempur jam tunggu loadingnya macet log pubg masuk tolong perbaiki macet loading,2,0
update sulit,2,0
grafis bagus pintu sakit mata terima kasih pubg pengalaman berperang bagus sakit mata terima kasih pubg,5,2
frame,3,1
anjing,1,0
ok tencent fine,3,1
developer masuk habis update pubg mobile masuk langsung memori giga byte penuh handphone rusak handphone oppo tolong developer main pubg mobile tolong bantuannya,4,2
dear pubg tolong sinyal kondisikan bugnya ambil bos medkit pakai recall tim bug kaya tidur rumah peta teman laut habis recall banyakkan masuk rumah cari senjata tolong perbaiki terima kasih,1,0
bug,1,0
suka suka,4,2
tolonglah banget bug scope smoke granat pegang darah isi tolong perbaiki bug main mati sulit banget tonton teman lag bagus gamenya terima kasih,3,1
tolong tencent kembalikan mode malam vikendi erangel suka mode keren,4,2
pintu bertamu perang free fire pintu pintu game bertamu perang pubg haram grafis bagus,1,0
game kadang senang kadang membosankan,3,1
ahmad,4,2
saran update seru,3,1
update aplikasi storage ponsel penuh diperbarui memperburuk sistem bug suara phising cheat hack,3,1
mantap,5,2
game bagus,2,0
keren suka game,5,2
perbaiki sinyal musuh sinyal langsung game rusak,1,0
koneksi hilang game lobi bug bermain tdm,3,1
gamenya bagus tolong ringankan game kasihan handphone kentang,4,2
hai developer lumayan pubg event bagus kolaborasi anime hahaha oh developer maaf bintang kurangi otomatis download datanya hilangkan mengganggu bug bug dihilangkan tolong developer player terganggu bug bug pubg turun eliminasi kasihan player random solo,3,1
pubg pelit skin kecewa hoki sultan,1,0
bug damage tembak kepala musuh musuh tembak telat mati sinyal bagus,3,1
tolong perbaiki bug mode tdm dimana bug handphone berkurang berkurang bug dimana peluru magazine senjata reload mohon selesai diselesaikan mode tdm menghibur,2,0
menghibur,5,2
pubg protes bug dimana bot teman lihat bot pubg mohon perbaiki sekian,3,1
poco gt fps coba,3,1
mohon pisahkan pengguna android iphone memengaruhi game play pemula sekian terima kasih mohon tanggapi,3,1
pubg ukurannya bagus bug event game,3,1
game pubg free fire biar pro,2,0
gamenya grafiknya high definition terjun parasut rugi download buruan download ketinggalan zaman pubg winner winner chicken dinner,5,2
main obb hilang download pubg,3,1
sinyal bagus main tolong perbaiki,3,1
game mantap,3,1
grafis kontrol bagus bug spectator dimana spectator teman musuh bergerak bergerak terdengar suara tembakkan step audio,4,2
space,4,2
data,4,2
game haram kaya buka pintu,1,0
otomatis aim biar sulit device,3,1
pubg mohon kasih kawan hebat recall tolong kasih kawan imbang lawan tolong,1,0
spectator pakai vpn spectator,3,1
game membosan main free fire pubg mencuci otak banget,1,0
kurangi bug,3,1
bepergian,5,2
bagus,3,1
update ok tolong permainan bagus lag lilit main sinyal penuh gmasih lag ganti pakai wifi eh lag pakai sinyal coba aplikasi,3,1
gamenya lumayan bagus tolong download datanya kurangi pilih mega tolong datanya,5,2
download,3,1
seru panggil game haram,4,2
update anjing,2,0
ramah,1,0
mantap,3,1
bug spectator tolong fixed,3,1
bagus,5,2
suka pubg mobile,3,1
enak game,5,2
matching mode rank fpp tolong tier matching musuhnya bot matching menit masuk bot musuhnya gunanya menunggu matching musuhnya bot tolonglah perbaiki bermain pubg suka mode fpp tolong,3,1
terganggu menunggu main,2,0
mantap,5,2
tolong developer game tolong perbaiki permasalahan akun contoh asyik asyik main suruh login ulang sinyal bagus tolong perbaiki,3,1
ukuran,3,1
suara chat speaker error hack,5,2
pensiun,4,2
servernya menanggapi sinyal lancar bug lag berhenti tolong diperbaiki,1,0
maaf kasih bintang solusi buka main batal pakai senjata buah membuang ganti ganti bug turun pesawat pesawat menyesal download game,2,0
good game,5,2
game bagus free fire grafis buruk skin senjatanya aneh aneh pubg free fire grafis buruk,5,2
dimohon krafton menindak pemain menyerang rekan tim banned merugikan pemain terima kasih,2,0
update,4,2
dobel sinyal mobile legends wifi data sinyal,2,0
tolong naikkan masak update ganti handphone tolong,2,0
mode lawan bot peta erangel bosan peta semoga developer game seru,3,1
ok,5,2
player pubg mohon cepat update pubg ukurannya gameplay bagus,4,2
semoga perbaiki sinyal ketemu lawan,3,1
parah game pakai wifi super super lambat koneksi pakai data tolong perbaiki koneksi sinyalnya,2,0
orang sultan bermain pubg download,1,0
mantap,4,2
game bagus turnamen game rusak parah regulasi hancur,1,0
halo unbanned akun pubg,4,2
mengunduh aplikasi pubg mobile play store mega byte selesai mengunduh buka oh login bilang download rouse obb game batu rumit banget download free fire parah langsung download buka game tarik,3,1
adakah perbedaan versi play store sediakan samsung aplikasi,3,1
semoga handphone kentang main pubg biar ramai kaya kejayaannya,3,1
game jelek keadilan,3,1
bagus,5,2
jumpa sultan lag bosan mati anjing gara lag,3,1
frame main coba frame main,2,0
game enak download menyesal,3,1
bug hasil pertandingan misi royale pass bertambah terbaca,2,0
game bagus grafis pass atur sesuai handphone admin perbaiki bug terima kasih admin,4,2
tolong perbaiki game haram,2,0
game pandang device handphone,1,0
pubg protes bug dimana bot teman lihat bot pubg mohon perbaiki sekian,3,1
keren,5,2
habis update nyaman kadang lag macet macet sinyal lancar mati bug,3,1
download main kecewa,1,0
bug suara langkah kaki terdengar,3,1
terima kasih game grafis keren tambahkan sayap,5,2
mencari match banget admin bosan game ramai pemain main menunggu bermenit,3,1
maaf admin kasih bintang admin main pubg lobi admin kali kaya mencoba hapus data uninstall download penyimpanan mengatasi admin terima kasih,2,0
obb service running mencari temu aplikasi kaya,4,2
ironman,3,1
suka suka dengarkan sekedar gurauan hiburan fatma,4,2
game noob,4,2
regu,3,1
sulit mengerti game,3,1
spectator pakai vpn spectator,3,1
gerakkan karakter lambat lambat menanggapi delay,4,2
senang bermain pubg pandang apapun gen mainkan main fun bersenang senang tolong berkomentar,5,2
pubg banyakkan bug fps bug bug bug bug bug bug keseringan frame penyimpanan mohon tencent perbaiki,3,1
konstruksi jembatan kau ubah kau mode balon udara bawa masuk player kedalam zona game sampah,2,0
pubg bug,1,0
tolong perbaiki bug spektatornya rambutnya pakai helm,2,0
banyakkan update suka bug,1,0
game bagus banget suka alay anjing,5,2
suka lokasi mantap,4,2
matching,3,1
bagus try,4,2
perkecil kasihan main gara device mendukung tolong,4,2
install,2,0
gamenya bagus sayangnya game berat update handphone,2,0
mantap,5,2
bagus,3,1
haram,1,0
kutu,4,2
pertandingan karakter hilang sinyal bagus bagus lobi coba bug perbaiki secepatnya mengganggu semoga cepat tanggapi,2,0
bagus game,3,1
kapasitasnya android menengah,3,1
game patah patah game,3,1
tembaknya sulit,5,2
giroskop bergerak pengaturan tali gerak giroskop gerak biar handphone disentuh,3,1
game binatang,2,0
bagus,3,1
suka aplikasinya kemarin tanggal maret handphone main pubg akun kena hack orang lemas malas main pubg,3,1
bodoh,1,0
sayang game update handphone pubg mobile lag tolong perbaiki biar handphone kentang stabil,2,0
developer tolong perbaiki bug gamenya pemain terganggu kondisi memainkan game,3,1
main patah patah berbaiki haram,3,1
suka,3,1
update kouta sulit zaman,3,1
bugnya tolong benarkan,2,0
baju menarik,2,0
bagus,5,2
forced tutup main posisi android,2,0
anjing,5,2
okelah,3,1
coba,3,1
bertahan teman pensiun,5,2
coba bagus bintang esok,3,1
mohon memperbaiki mode miring badan pengaturan mode tahan game mode tekan terima kasih,1,0
game,1,0
fpp gaming fitur rusak nice try find one fpp match game match game,1,0
aplikasi bagus mantap intinya,5,2
halo pubg pubg ringan handphone main pubg,3,1
bagus tolong mikropon bilang kasar tolong mikropon bilang kasar sekian terima kasih,3,1
kakak pencet kakak sinyal bagus orang tolong kakak kasih saran,3,1
update makan memori,2,0
update turun ratingnya update data hapus data,3,1
tolong staff developer pubg mobile bug cheat tuntaskan salah player bug event bug,3,1
bug,2,0
game memuaskan game semoga kedepan update senang semangat developer,5,2
kecewa main sinyal lag parah looting senjata,3,1
tolong bug diperbaiki kali kalah permainan mendengar langkah kaki musuh kesal gangguan mohon diperbaiki,3,1
game berat tencent kecewa beli royale pass baju gerak lobi royale pass baju gerak match terima kasih memperbaiki bug,5,2
pubg frame mengalami,2,0
update bintang,3,1
tolong perbaiki bug sinyal,3,1
tolong developer keadilan pakai akun guest main bareng mengkaitkan akun facebook tolak main bareng gameplay mantap,3,1
bagus,4,2
perbaiki,3,1
mantap,5,2
game rusak main bug player tim patah patah kadang bug lari kali berkali kali soon mood semoga cepat ditangani,3,1
pertempuran tolong solusinya,5,2
pubg tolong data biar handphone kentang main,1,0
apalah daya,1,0
game seru kesal koneksi sinyal lambat,3,1
player indonesia jarang temui negara sebelah arab cina banyakkan,4,2
bug mode ultimate arena,1,0
tolong perbaiki game tolong perbaiki penyimpanan buka handphone kaya orang bagus handphone samsung frame tolong perbaiki pubg mobile tolong ok,3,1
senang,5,2
developer tolong diperbaiki bug main ketemu bug tolong perbaiki developer terima kasih,3,1
kendala player pindah game sebelah sepi mode rank main separuh bot mode klasik rank ketemunya bot,4,2
giroskop pilih handphone intinya sanggup,4,2
game bodoh download download bilang aplikasi berfungsi menghabiskan kuota hapus gamenya play store mengurus game moga cepat mati bodoh,1,0
bug karakter bergerak tim musuh recall gerak,3,1
bos handphone berat banget main game suka leak,1,0
update bagus bug langkah kaki kadang musuh langkah kaki musuh,4,2
jelek,3,1
mengalami sinyal buruk cheat mohon tanggapan terima kasih,3,1
terbaik game akun stolen web phising pubg mobile costumer service anything tolong bot answer say get facebook hack clever get facebook web phising pakai facebook aktif permanen unlink mati facebook pubg mobile nothing use play everyday sometimes another akun play musim purchase royale pass use facebook akun gone bagus selamat tinggal,3,1
main main handphone patah nyaman mainnya,2,0
admin tolong coil rendahkan tembak,5,2
ok,4,2
suka crash pertandingan handphone kuat main game,2,0
habis match loading main kejadian terulang,2,0
ramai ramai suka bug,3,1
pemula langsung ketemu player,2,0
bug tersembunyi malas kaya,4,2
keren,3,1
kasih bintang kali main bersih terbaru akun hack kadang akun loading pubg mind cheatnya banyakkan,3,1
bug event,3,1
membaik pemeliharaannya menurutku tambahkan senjata pubg mobile pubg pc original,4,2
giroskop berfungsi anjing,1,0
pubg mobile,5,2
lumayan kali giga byte tapiku kasih terima kasih,5,2
buka penyimpanan,3,1
request sinyal handphone mendukung tolong perbaiki,2,0
bug,3,1
bagus banget,5,2
bug game main berat gerakkan mohon akun perbarui tencent main bug,3,1
bagus game lancar sukses pubg terima kasih,5,2
mohon perbaiki bug bug aneh tembus tembok pohon lompatkan tembok kadang kadang macet atasnya turun lobi handphone giga byte raya handphone sinyal xiaomi redmi note pro terima kasih,3,1
tolong perbaiki grafis xiaomi grafis tablet pecah pecah nyaman bermain sulit musuh tolong tanggapi,3,1
update main tdm bug masuknya sinyal masuk langsung main masuk tdm main menunggu tolong perbaiki,3,1
bintang mencoba game seru grafis lumayan bandel dapatkan sulit banget mudah gratis,3,1
parah bug koneksi kacau balau,2,0
ranked sulit,1,0
tolong permainan berguna dihapus penyimpanan penuh,4,2
rusak masuk mode training aplikasi bug,2,0
tolong developer frame handphone main tolong diperbaiki frame,3,1
bagus game bro,5,2
game haram,3,1
game pubg mobile keren handphone berat giga byte,3,1
akun facebook login tencent teman login akun facebook,2,0
game bagus,2,0
bagus menarik,3,1
kasih bintang kesal merasakan kakak mainya seru,4,2
game bagus bug perbaiki bug player nyaman bermain,3,1
game bagus seru berat ukurannya update,3,1
giga byte seram,1,0
fire,3,1
game tukang hujat,1,0
perbanyak senjata kendaraan perbaiki bug grafis bagus,1,0
tolong zonanya diperlambat,3,1
bug game pubg ayolah perbaiki malas rank turun gara bug meresahkan,1,0
start use wifi tolong nice try use wifi wifi,3,1
tolong tencent kali main bug sinyal bagus data handphone mendukung game coba bug,2,0
bug turun buka parasut putar putar bodoh tolong fixed bug sampah,1,0
log,1,0
tolong server diperbaiki,3,1
game haram bodoh game bodoh,1,0
buruk,3,1
kecewa login suruh akun melanggar peraturan game,1,0
masuk pertempuran pubg jelek,1,0
bug aneh main pakai senjata,1,0
karakternya asli,1,0
game bagus haram game haram,2,0
beda asyik musim main bareng teman pikirkan hasil skin aneh pubg realistik timbang,3,1
bug meresahkan tombol granat medkit muncul game granat smoke berguna heal buka tas,3,1
wahyu babi,2,0
suka game pubg bohong,1,0
update lag livik resmi ditinjau ulang,3,1
game haram,1,0
bagus kekurangan bug internet internetnya bagus spin tolong peluangnya biar mudah spin mahal mahal murahkan hahaha recall recall recall habis bug audio corupted maksudnya spectator bug diganti pemainnya tolong perbaiki bug pubg keren,3,1
malas main temu orang pakai cheat pakai filter bawaan malas main tolong banned orang orang teman teman malas main kill tembakkan lihat sosial media orang chear kena banned heran malas main kasih bintang pubg mobile kali,3,1
game berat,3,1
pemain memiliki kemenangan periksa muda posisi pemain memiliki korban normal posisi musuh gedungpun ketahui lolos pemeriksaan kecurangan,4,2
bosan main pubg perhitungan jelek,1,0
banget keluarkan,2,0
mohon developer mohon ringan player handphone kentang merasakan bermain fps drop,2,0
mengalami frame drop tolong perbaiki,3,1
royale pass keren,3,1
update game masuk,3,1
bagus,5,2
fitur pembatasan tier download main,3,1
keren gamenya seru,4,2
keluarkan skin skin superman,3,1
grafis buruk,1,0
download ulang peta game berat android peminat kabur otomatis uninstall,2,0
pensiun,4,2
download masuk tolong bos,5,2
mainkan game musim terkenal enak mainnya cheat kesempatan hahaha,4,2
bug jelek,1,0
ramah untung handphone kentang,3,1
tolong update cepat,4,2
game bentar blokir alasan masuk akar tembak musuh orang banned tencent kecewa game,1,0
pubg kalah free fire segi acara free fire justin bieber,2,0
chipset helio patah patah bermain nyamanan bermain game game orang orang handphone bagus,3,1
habis update nyaman kadang lag macet macet sinyal lancar mati bug,3,1
game bagus cepat bosan,4,2
terima kasih,5,2
bagus,5,2
game sehabis relog bug hilang bug game bodoh malas main gila stress pensiun stress main game,1,0
update berat pakai pengaturan parah game payah pantasan rating ayo cek game,1,0
mainnya bagus loadingnya pertempuran,5,2
game rusak,2,0
game anjing babi haram bit,1,0
bagus,1,0
update suara kendaraan hilang admin,3,1
update game selesai,3,1
hadiah royale pass sekeren,3,1
berat,3,1
banyakkan bug,5,2
kasih update kali,3,1
kasih bintang main disuruh update,2,0
gerakkan layar kiri kanan menahan ads,1,0
penyimpanan pubg mobile main framenya lag aplikasinya berat ringan enak halus step jejak kakinya tentara musuh mohon diperbaiki malaslah main pubg,2,0
game bagus,5,2
berat iphone sanggup hampiran kecewa enak banget bug developer balas,1,0
game seru bagus suka game tolong ringan berat,3,1
senang banget install pubg,4,2
cheat anjing,1,0
mohon maaf developer nyaman game kendala bermain lag otomatis mohon penjelasannya,4,2
bagus loading download ulang,3,1
mati recall teman bugnya ampun menit kadang masuk tolong tencent perbaiki soon perbaiki tolong,3,1
pensiun main pubg cheat teman cheat banned banned malas liatnya lihat teman main lebihkan luxxy conqueror teman aduh,3,1
persen banget,4,2
game produsen gadget meningkatkan fitur otomatis membutuhkan gadget spesifikasi perlahan menaikkan kapasitas file otomatis player membutuhkan gadget spesifikasi,3,1
terima kasih mengabulkan permintaan pengaturan smooth ultra unlock fps device hardware berharap kedepannya snapdragon seri keatas tersedia pengaturan smooth ekstrim,5,2
suka main seru banget,5,2
bug akun reset level skin senjata baju hilang statistik tercatat tolong perbaiki,3,1
suka game grafis senjata acaranya bagus sikap player nyaman bermain,3,1
mengecewakan banyakkan bug grafiknya patah,2,0
grafis buruk anjing kelas,4,2
aplikasinya berat update,3,1
update menghabiskan memori pakai handphone kentang hapus,3,1
cita citanya main pubg lupa nama,4,2
mantap aplikasinya,5,2
game bagus,4,2
login tolong periksa admin,3,1
main tolong,2,0
gamenya good game,5,2
berat versinya,3,1
sepi,3,1
suka,5,2
habis update bug teman mobil peta,4,2
bintang menarik aplikasi berat kapasitasnya jarang main,2,0
buka pubg seluler bilang rusak penyebabnya,3,1
tolong mode main musim tolong banyakkan mode admin handphone muat memakan penyimpanan,3,1
mohon developer oppo snapdragon frame kasih ultra tolong developer poco snapdragon frame ultra,4,2
mendukung low phone,5,2
game grafis buruk haram bodoh,1,0
main pubg,4,2
bug parah musim alami lempar bom ambil senjata dijalan raya batu bug panjat atap pintu sulit mudah pleset temu player cheat kill death rasio tembak bukit rozok kena smb nama akun bicara,4,2
download peta,2,0
peman game free fire mencoba game pubg menghilang game free fire,1,0
game bagus banget suka game game battle ground grafis lumayan bagus lupa kasih rating sekian terima kasih developer riliskan game handphone,5,2
kontrol sulit free fire mudah,3,1
kali server rusak sinyal mohon mengelola server,3,1
bagus banget,4,2
game haram keras,1,0
tingkatkan bonus event admin,2,0
tolong game diringankan suntik item download otomatis,2,0
mainkan,1,0
ok,2,0
maaf developer bug game kadang seru main pemberi tahuan server pubg mobile hilang kadang suka kesal seru sinyal ok mohon perbaiki pemain menikmati permainan sekian terima kasih,3,1
kualitasnya,3,1
tolong pembuat pubg tolong banget masak mati lihat teman karakternya freeze tolong benarkan,3,1
update bug main nyaman,3,1
eat otomatis,3,1
handphone giga byte main orang membeli handphone bagus butuhkan,3,1
update,3,1
gamenya player gameplay fiturnya grafiknya kasih bintang,1,0
ya,4,2
bagus game,5,2
update bug giroskop parah mohon diperbaiki tencent,4,2
situasinya apapun kondisinya menemanimu dunia sebatas fatamorgana,5,2
tari tradisional indonesia suka,5,2
game bagus tembak sulit otomatis aim otomatis aim seru lumayan bagus selamat gemuk pubg doakan semoga ramai,5,2
game mantap bawa kemana game android saran grafis pakai ultra menit langsing frame tolong developer benarkan,5,2
kasih bintang bagus,3,1
kakak tolong tim mati hidupkan teman hidup tolong kaya free fire,3,1
terima kasih garena ibuku bangga memainkan game game keren mengajarkanku menembak bersembunyi,4,2
akun pubg masuk aplikasi bermasalah pembaruan download spesifikasi perangkat mendukung penyimpanan leluasa update gagal mohon pencerahannya,3,1
admin pubg mobile maksudnya tolong,3,1
kakak tolong handphone grafis high definition bosan grafis standar tolong kakak grafis high definition main,1,0
royale pass,5,2
bagus,2,0
game grafis buruk,3,1
seru,5,2
update,3,1
game bagus stress,3,1
bagus,5,2
update versi,3,1
mantap,5,2
download kasih bintang,3,1
lumayan bagus,3,1
ok,1,0
koneksi game stabil kecepatan internet lancar menyebabkan frame turun mohon menstabilkan koneksi game nyaman bermain game,3,1
maaf game pubg uninstall game bagus gangguan device mendukung game pubg berat memutuskan memainkan game ringan simpan pubg,5,2
handphone menengah kebawah sulit main pubg bug,3,1
saran update seru,3,1
game penyimpanannya giga byte,1,0
cinta pubg mobile,5,2
game main bug mati chicken pelit skin maunya gacha mata duitan,1,0
hadiah tier tier,2,0
kasih bintang musuhnya patah patah pakai handphone rog game seru terima kasih,4,2
ulasan lihat aplikasi meresahkan,4,2
game haram,1,0
admin tolong bug giroskop gerak perbaiki,3,1
blackpink,3,1
game seru harga item game,4,2
musuh jalan suaranya mapnya langkah kakinya persis kocak banget pengkodean niat pengkodean,1,0
jelek mantap,5,2
tolong main erangel peta tolong perbaiki komandan,4,2
tolong kasih senjata skin pakaian keren mohon musuh sulit kasih musuh bodoh bodoh kemenangan main pubg,5,2
lag grafis patah patah aksi karakter normal bug turun ramai pemainnya,3,1
hoki anjing player gratiskan,4,2
start use wifi tolong nice try use wifi wifi,3,1
wow pubg mobile maksimal rilis matinya asap maksimal,2,0
perhatikan bugnya teman setim hilang peta,3,1
harga item mahal,5,2
game bagus banget download usia sesat,5,2
handphone giga byte berat suka update,3,1
ok,3,1
pubg bedah banget handphone main main,4,2
tolong pubg mobile keluarkan mode malam rindu dimana erangel mode malamnya mode malam vikendi auroranya,5,2
login twitter akun senjata upgrade login twitter,1,0
pubg biru dulunya game perang pesta disilangkan event risih beralih game sejenis,2,0
selesai pertandingan langsung masuk lobi reload,3,1
hilangkan fitur jarang hapus skin laku saran,2,0
update pikir bug bug kendaraan tersangkut batu tersangkutnya ringan karakter beserta rekan main kendaraan knock dalih jatuh server aneh warna hijau gemarnya memuat mendarat turun pesawat tersangkut dimana mendadak knock mohon perbaikannya,3,1
download data notifikasi ruang penyimpanan giga byte tolong diperbaiki,3,1
pubg mobile berat harap kedepan peringankan musim,1,0
keseringan update game makan space tera byte,3,1
bagus,4,2
game bug,2,0
coba,4,2
game bagus download bagus grafis,3,1
keren,5,2
fps stabil tolong perbaiki biar main enak,1,0
ok,4,2
perubahan moga kedepannya,3,1
mantap pubg mobile,5,2
hati kau tencent kasihan handphone kentang penyimpanan,2,0
snapdragon fps admin,4,2
situs,4,2
game bug glitch,1,0
hahaha game,3,1
asyik mantap,5,2
keren enak pakai black hiu pro,5,2
lag,3,1
kali login pakai paket data tolong baiki main,2,0
cintaku padamu nyamannya,4,2
mohon ukuran game perkecil pubg mobile berat mainkan frame drop,1,0
device mendukung game mendukung fps device sesuai mendukung,1,0
kembalikan kenyamanan player placement poin normal main platinum kaya main ace pointnya push mudah mainnya santai main malas sulit poin,1,0
bagus bagus,4,2
anjing aplikasi mesum,3,1
bagus,4,2
tolong sistem laporkan player langsung banned terserah player jahat jujur metro royale bunuh tim metro royale senjata sengaja kebuang curi balikkan lelah lelah mengumpulkan uang beli senjata mahal curi tolong nyaman main game pubg mobile,4,2
pubg niat pakai wifi pakai kuota sinyal lancar bilang server tolong perbaiki merugikan,2,0
game seru bug main ultimate arena kill musuh knock rapih victory kill perasaan kill musuh knock main kill musuh knock kill perasaan knock musuhnya tolong perbaiki bugnya main game battle pharaoh,4,2
developer terhormat rating player player berperilaku bermain game nyaman bermain player senang bermain pubg mobile gamenya asyik senang,4,2
main pakai lancar main main lag pakai handphone,3,1
pubg,5,2
gamenya lumayan bagus,4,2
turun game pubg main,3,1
ok,4,2
