content,polarity,label
main lag internet bagus,0.7,positive
pubg server lag sinyal bagus,0.7,positive
main coba pemain fire free fire free,0.4,positive
seru handphone meledak,0.0,neutral
sinyal,0.0,neutral
login bagus,0.7,positive
youtube main lupa nama channel grafis lumayan,0.08333333333333333,positive
mengesalkan peta event match bug jalan lambat parasut darat parasut racing kejepit dinding jendela terjun event laut mobil masuk tanah bug scope pakai scope bentuk holographic aduh rusak game fragments kupon hadir shop bug kebal peluru ganggu adick adick bug loot kotak looting rusak,-0.35000000000000003,negative
lag,0.0,neutral
bug metro royale meresahkan tolong diperbaiki hukuman pengguna bug,0.0,neutral
bagus game,0.14999999999999997,positive
ukuran aplikasi berpikir,0.0,neutral
banyakkan bug,0.0,neutral
bintang game berat,-0.30000000000000004,negative
gamenya lumayan bagus ditingkatkan bug bug hilangkan main ok bug bugnya dihapus terima kasih,0.18333333333333332,positive
gamenya bagus bug,0.14999999999999997,positive
game bagus anak good game prone anjing,0.3333333333333333,positive
pubg rusak update bug diurus pubg seru pubg malas main,0.024999999999999994,positive
buka update buka aplikasinya tolong diperbaiki update download,0.0,neutral
pubg mikropon bocor room bodoh,-0.7999999999999999,negative
belajar moga bagus game,0.14999999999999997,positive
ok force tutup rekomendasi selamat tinggal maju pastinya terbaik,0.75,positive
buset,0.0,neutral
update berat memberatkan handphone pengguna menurunkan peminat hapus main selamat,-0.2,negative
kasih,0.5,positive
dasar pubg mobile haram,0.0,neutral
orang bersembunyi jelek,-0.7,negative
rumah elit looting sulit,-0.5,negative
hai developer mengatasi ukuran file game mengkompres file download,-0.4,negative
login facebook tolong perbaiki akun harian,0.0,neutral
pubg bantuannya akun hilang gara update pubg kembalikan akun,0.0,neutral
kakak,0.16666666666666666,positive
tolong mega byte dikecilkan mega byte,0.0,neutral
game update masuk,-0.4,negative
hai tencent krafton tolonglah bug recall fixed anjing,0.1,positive
download,0.0,neutral
jelek,-0.6999999999999998,negative
tingkatkan fps drop,0.0,neutral
game halal,-0.4,negative
game bagus bug turun parasut tolong hilangkan bug,0.048148148148148114,positive
game cacat,-0.4,negative
pensiun,0.0,neutral
berat game pubg,0.0,neutral
bagus gamenya balikkan skin masuk skin hilang tolong pebaiki,0.02499999999999998,positive
livik bug sanhok perang tulisan match end sisa orang langsung paksa lobi lobi tulisannya sinyal frame fps stabil kejadian kecuali erangel miramar tolong perbaiki biar player nyaman main gamenya sepi indonesia,-0.07500000000000001,negative
top,0.5,positive
game bagus akun bot,0.7,positive
game sampah diperbaharui game,-0.4,negative
bug bug scope adjust bug tombol intip berubah mode ketuk pengaturan mode tahan bug kontrol kadang kontrol area layar kontrol kamera kecuali tombol analog,0.0,neutral
main peta dapatkan bug timbul tembak hilang perbaiki syukur diperbaiki syukur rating game turun developernya handalkan,-0.1777777777777778,negative
bug scope gerak developer tolong perbaiki,0.0,neutral
tolong diperbaiki bugnya gerak masuk tembok handphonenya crash,0.0,neutral
sulit,-0.5,negative
game grafis buruk hahaha hahaha grafis buruk hahaha game,-0.2285714285714286,negative
komentar ditanggapi diperbaiki alasannya sedih alasannya sedih developer game sampah update parah gamenya bug urus kolaborasi berguna memberatkan permainan,-0.4,negative
event permainan patah patah seru berat handphone cepat panas,-0.1875,negative
update event perbaiki bug bug alami player merugikan player,0.1,positive
game frame ketemu player kena granat granat asap grafis low menyebabkan masuk game,-0.26666666666666666,negative
developer mengurangi data pubg mobile handphone kentang bermain pubg,0.0,neutral
bagus sulit,0.09999999999999998,positive
tolong peta gameplay vs tambahkan livik,0.0,neutral
update update perbaiki bug bug realistis game bug,0.16666666666666666,positive
lumayan ok,0.475,positive
ketemu bug mobil masuk tanah mohon bug perbaiki,0.0,neutral
halo developer kritik rasakan matching sinyal stabil masuk server zona asia menunggu matching menitan juta player kemana kritikan moga benarkan developer,0.0,neutral
bosan,-0.5,negative
game orang curang,0.0,neutral
jelek game,-0.5499999999999999,negative
tolong perbaiki grafis xiaomi grafis tablet pecah pecah nyaman bermain sulit musuh tolong tanggapi,-0.26666666666666666,negative
asyik handphone main ramai kali,0.3,positive
coba perbaiki sinyal bagus lambat tencent,0.19999999999999996,positive
pemain karakter bermain log logout mengulang pencet peti tulisannya nama taken mainnya,0.0,neutral
mantap,0.16666666666666666,positive
masuk jendela sulit kadang suka bug,-0.5,negative
game adu ayo,-0.4,negative
pubg game grafis buruk,-0.36666666666666664,negative
update ukurannya banget,0.2,positive
game haram amankan,0.0,neutral
update login facebook keterangan otorisasi batalkan download lumayan data hapus download merepotkan jiwa miskin menjerit,0.20833333333333331,positive
halo tencent game game adil cheat merajalela live facebook cobalah tencent menanggapi rugikan,-0.22121212121212122,negative
menampilkan start regional,0.0,neutral
paksa uninstall handphone sanggup niat hati senang banget pubg game bagus memaksakan kehendak kecewa handphone biarpun lag ok main teman senang parah perangkat sanggup ganti handphone namanya orang berkecukupan maaf hapus kecewa developer pubg mobile kali,0.01111111111111112,positive
game diminati dunia,0.25,positive
kasih bintang main solo cari match sulit banget nunggu zaman majapahit,-0.07500000000000001,negative
semoga update,0.0,neutral
tombol berhenti otomatis download hapus tombol everyone lost lite cepat cant play pubg anymore also one tolong teman play pubg lite teman turned hotspot otomatis download sistem otomatis used internet kecepatan resulting instant kouta spending game,-0.1,negative
tolong solusinya game pubg handphone game,-0.4,negative
game mudah praktis bagus,0.611111111111111,positive
come back come back bug tembus tembok mohon fixed,0.03333333333333333,positive
ditemukan bug,0.0,neutral
update perubahan bagus bagusnya,0.7,positive
game sumpah download habis disuruh download file selesai failed download penyimpanan muat penyimpanan sisa giga byte habis relog download ulang obb perbaiki tencent skin keluarkan,-0.26666666666666666,negative
komentar,0.0,neutral
kapasitasnya android menengah,0.0,neutral
tolong login pubg server bermasalah anjing pensiun ros,0.0,neutral
relog lobi mati tolong krafton,-0.2,negative
hey anjing player pubg happy birthday banned anjing malas jantungan anjing,0.275,positive
bug arena diperbaiki bawa amunisi,0.0,neutral
gamenya patah patah error loading sinyal bagus,-0.12500000000000006,negative
menarik,0.5,positive
mantap bro anjing haram,0.15000000000000002,positive
tolong pubg mobile keluarkan mode malam rindu dimana erangel mode malamnya mode malam vikendi auroranya,0.0,neutral
bagus,0.7,positive
fans btr,0.0,neutral
halo maaf developer kasih bintang main download mengunduh data ruang sinyal bagus membuka aplikasi,0.21666666666666665,positive
bug temui game awm hit tembakkan mikropon bug menyala misi royale pass error bug minimalisir tambahkan update gagal ekstraksi restart handphone restart handphone hasilnya download data giga byte main error aplikasinya aduh,-0.14444444444444446,negative
data download peta muncul bermain,0.0,neutral
mantap,0.16666666666666666,positive
tolong merugikan tim bodoh player rank diamond bermain bot diajak kerja paham game rank kocak knock diam,-0.3,negative
update mati,-0.2,negative
halo bro hahaha,0.2,positive
game bodoh,-0.6,negative
game bagus suara,0.23333333333333336,positive
tambahkan,0.0,neutral
update bintang,0.0,neutral
game menyembah patung hahaha,-0.1,negative
merepotkan update heran,0.0,neutral
bagus,0.7,positive
ulang pubg unbanned akun banned tolong,0.0,neutral
seru kali,0.3,positive
update gedean kompensasi update pelit banget skin diwaktu permanen beda versi korea skin gratiskan mudah pelit,0.25833333333333336,positive
tolong perbaiki frame drop sinyal sinyal stabil pemain merasakan kenyamanan,0.0,neutral
coba,0.0,neutral
sinyal aneh pakai wifi patah kuota data tolong player musim enak pubg peminat maaf uninstall game kecewa,-0.425,negative
ramai ramai suka bug,0.0,neutral
balikkan pubg kaya hey main berubah enak kali,1.0,positive
minusnya update download ulang peta skin baju skin senjata,-0.1,negative
maaf koneksi pubg mobile main klasik koneksi buruk main mode koneksi stabil pakai sinyal apapun wifi mohon maaf,-0.2733333333333333,negative
suka game free fire,0.4,positive
game bagus maaf kakak kaya robot,0.04374999999999998,positive
bagus,0.7,positive
seru,0.3,positive
login muncul tulisan otorisasi dibatalkan disuruh menunggu menit login,0.0,neutral
kesal kasih nama,0.04999999999999999,positive
game berat tencent kecewa beli royale pass baju gerak lobi royale pass baju gerak match terima kasih memperbaiki bug,-0.575,negative
update bugnya bug skin mythic kaku tanda peta hilang game konsentrasi terganggu bug layar seru bali game mendiamkan layar,-0.10000000000000003,negative
step terdengar peta kadang step,0.0,neutral
lumayan bagus,0.475,positive
playernya pubg mobile pakai cheat suntik tindakan game,-0.4,negative
kecewa kecewa game bermain mati ketahui sinyal sungguh mengenakan sinyal kuat main game lag musuh tembak kecewa tolong perbaiki pelanggan pahami kau anggap sepele komentar,-0.26666666666666666,negative
aplikasi sehari semalam masuk kali perbaruan mengistalnyapun menunggu berjam menunggu masuk permainan diblokir game,-0.4,negative
event terbaru buruk event kemarin event,-0.09999999999999992,negative
bagus,0.7,positive
pubg game haram,-0.4,negative
terkadang,0.0,neutral
solusi akun facebook pakai log pubg diretas hack orang bertanggung mohon pubg mobile butuh bantuan terima kasih,0.2,positive
berharap mengunduh lag,0.0,neutral
habis update bug teman mobil peta,0.0,neutral
bagus gamenya,0.14999999999999997,positive
game patah,-0.4,negative
suka lokasi mantap,0.8,positive
game buruk,-0.5499999999999999,negative
masuk game masuk tolong perbaiki,-0.4,negative
masuk game,-0.4,negative
seru free fire,0.35,positive
kreatif game sebelah,0.033333333333333326,positive
berat kurangi metro event zombie perbaiki server rusak error koneksi wifi cepat filenya ditinggalkan user unfriendly handphone cepat panas main siang bug parasut musuh drop kembalikan baju ghillie suit musim ghillie suit suit berharga tas kurangi volume kar mosin sakit damagenya,0.2,positive
terima kasih menanggapi,0.0,neutral
gamenya bagus device mendukung,0.14999999999999997,positive
log facebook,0.0,neutral
snapdragon fps admin,0.0,neutral
game jelek perang karnaval,-0.5499999999999999,negative
main mode fpp matching lobi main menemukan permainan kecewa,-0.75,negative
game haram berasap anjing anjing,-0.4,negative
download data penyimpanan,0.0,neutral
update game bug main development tolong atasi,-0.11666666666666668,negative
mohon perbaikan fitur download error,0.0,neutral
download data mega byte download data download tanda download tolong perbaiki,0.0,neutral
update update ulang,0.0,neutral
lelah download pakai otak level ketemu lawan pro berotak game download bangga krafton bodoh otak,-0.1333333333333333,negative
cepat download cepat download,0.3333333333333333,positive
gameplay bagus sistem matching pakai script file merugikan player mohon tindak pakai cheat banned device banned akun player akun aplikasi ketiga player posisi musuh,0.39999999999999997,positive
nyaman pubg,0.4,positive
mendapati kegagalan masuk twitter tolong perbaiki,-0.3166666666666667,negative
bagus,0.7,positive
pubg menu utama handphone pubg disuruh download ulang download ulang buang buang paket data,0.16666666666666666,positive
bagus,0.7,positive
main device ganti device vivo bug giroskop delay spectator mati spectator teman main mohon perbaiki,-0.2,negative
gerak cepat pubg dimakan paket,0.2,positive
membawa old kill pesan,0.1,positive
panitia bodoh cerdas ambil keputusan kecurangan ditengah match dikasih main hahaha banned aduh sekelas panitianya panitia warung kopi,-0.0964285714285714,negative
game bagus kadang karakter terdiam geser turun lag banget handphone mohon perbaiki terima kasih,0.06888888888888886,positive
gamenya bagus gratisannya mudah mudahan kedepannya event gratis update,0.22000000000000003,positive
kalah hapus download game,-0.4,negative
bintang update stabil gara update,0.0,neutral
bagus game,0.14999999999999997,positive
keren,0.35,positive
pro,0.0,neutral
bagus,0.7,positive
game pandang device handphone,-0.4,negative
gamenya bug spectator orang habis mati disitu bugnya orang tonton gerak lag lag relog masuk game gamenya rusak hitam digerakkan recall mohon perbaikannya kesal tolong diperbaiki pubg mobile,-0.4,negative
tier bug malas main kaya tolong perbaiki,-0.25,negative
berat banget pubg frame drop bug tolong tencent game,-0.30000000000000004,negative
update berat handphone frame lag berhadapan musuh sinyal kelancaran handphone pengaturan khusus game main game battle ground lancar jaya lag tolong diperbaiki kapasitas game game mainnya berat android,0.05,positive
masuk uang habis top kemarin game masuk,0.04999999999999999,positive
grafiknya bagus sinyal parah banget tolong developer perbaiki turunkan mega byte ringankan,0.4333333333333333,positive
pubg pandang device handphone poco pro bug main tdm senjatanya main rank loading banget main game enak aman tolong diperbaiki kemudahan orang game laku,-0.046666666666666676,negative
suka banget sumpah ok main free fire,0.3666666666666667,positive
permainan noob kasih lawan seimbang hiburan,0.5,positive
habis update bug,0.0,neutral
match,0.0,neutral
bug bug bug update nyaman main kesal emosi tencent hai,0.4,positive
mohon perbagus gamenya,-0.4,negative
pubg,0.0,neutral
ok,0.5,positive
game mahal bug dimana,-0.45,negative
peta sanhok vikendi hilang,0.0,neutral
mantap,0.16666666666666666,positive
like habis turun parasut sinyal bagus tolong perbaiki kualitas bintang,0.2722222222222222,positive
game kesal update masuk game bug unduhannya peta unduh unduh ikon unduhan muncul,-0.4,negative
ok,0.5,positive
game jelek,-0.5499999999999999,negative
maaf admin ukuran game kasihan handphone kentang main bergabung game update kurangi ukuran game terima kasih,-0.2722222222222222,negative
download hapus bug mencoba game hambatan bermain bintangnya terima kasih,0.0,neutral
pubg haram,0.0,neutral
suka pubg unsur aneh battle royale tema berubah berat unsur merusak citra ikonik game,0.016666666666666663,positive
install ternya beda musim,0.0,neutral
ok,0.5,positive
game gagal login disuruh menunggu detik,-0.45,negative
nostalgia,0.0,neutral
bug berat game upgrade iphone rindu pubg tencent,-0.30000000000000004,negative
kakak,0.16666666666666666,positive
zona anjing,0.0,neutral
main pubg pubg mantap tingkatkan,0.8,positive
menyukai game mengisi luang maktu kosong terima kasih,0.19999999999999998,positive
tolong ganti server asia,0.0,neutral
pubg game seru,-0.05000000000000002,negative
lumayan bagus,0.475,positive
halo kakak pembuatan pubg mobile bagus game,0.14999999999999997,positive
komentar,0.0,neutral
tanggal sinyal merah sinyal bagus,0.35,positive
game bagus banget tolong tencent mohon game beratin banget snapdragon patah patah,-0.06000000000000002,negative
game mainkan pubg mobile suka tolong kakak bug cheatnya kakak,-0.4,negative
otomatis mengunduh menguras internet,0.0,neutral
tolong game pubg mobile perbaiki suka grafis rendah grafiknya kaya minecraft maaf maaf ganti grafis high definition tulisannya situ grafis solusinya grafiknya grafis buruk kaya game sebelah,-0.21076923076923076,negative
tolong perbaiki bug loading mengalami macet loading selesai bertempur jam tunggu loadingnya macet log pubg masuk tolong perbaiki macet loading,-0.1,negative
banyakkan update handphone pacar kuat,0.4333333333333333,positive
seru kali,0.3,positive
game bagus tolong perbaiki bug bug aneh tolong garena,0.08333333333333331,positive
protes matchmaking menunggu banget tolong fixed,0.15000000000000002,positive
memikirkan kolaborasi melupakan bug update bug bug sinyal sinyal delay mengintip buka scope bug damage musuh ditembak magazine habis mati semoga update kedepannya fixed,0.03333333333333333,positive
game seru bug perbaiki harap game main handphone memori giga byte grafis resolusi rendah,-0.02500000000000001,negative
baju menarik,0.8,positive
tolong kurangi mega byte muat,0.0,neutral
game bagus sayang ruang penyimpanan data tolong admin update,0.14999999999999997,positive
lag main pakai wifi jam malam pubg,0.0,neutral
asyik mantap,0.3,positive
selesai mengunduh masuk muncul karakter orangnya bingung pubg,-0.4,negative
try,0.0,neutral
gachanya sulit,-0.5,negative
player pubg tinggalkan pubg bermain free fire omong omong bercanda suka game pubg semangat pubg,0.4,positive
update kali bagus kekurangan bug kontrol simpan,0.0,neutral
kurangi bug,0.0,neutral
bug,0.0,neutral
game bagus buka pintunya sulit,-0.05000000000000002,negative
tolong tencent cheat hilangkan aim sakit,0.0,neutral
masuk,0.0,neutral
nyata malas main pubg recall mode klasik room sepi,-0.06944444444444445,negative
admin selepas update bug suara tembakannya kaya bot player langkah kaki musuh kadang terdengarnya tolong fixed bugnya cepat admin,0.37777777777777777,positive
mantap game bug,0.2,positive
bagus,0.7,positive
game update hancur sinyal normal lag parah bug turun,-0.13518518518518519,negative
mantap,0.16666666666666666,positive
gamenya haram,-0.4,negative
sinyal perasaan lag patah patah mohon fixed admin,0.0,neutral
game seru grafis bagus kasih bintang,0.5,positive
admin tolong metro royale chapter rilis tolong metro royale level helem kobra tolong rilis,0.0,neutral
mantap grafiknya high definition,0.48000000000000004,positive
kabar pubg musim skip berat memutuskan pensiun permanen semoga pubg dimana pubg tergolong ramah spesifikasi pakai snap kadang nyaman banget main pubg snapdragon sabarnya menghadapi lag bermain snapdragon intinya semangat lag everytime,-0.5,negative
game haram,-0.4,negative
game berat handphone masuk tersisa giga byte rusak garis berat tolong betulkan,-0.2,negative
suka,0.0,neutral
game bagus banget tolong tencent mohon game beratin banget snapdragon patah patah,-0.06000000000000002,negative
game realistis berhenti main game,-0.11666666666666668,negative
tolonglah pubg mobile gacha suit iredescence dikasi bajunya banget bajunya,0.2,positive
game mudah,0.016666666666666663,positive
update memburuk bug tolong hilangkan bug,-0.4,negative
banned permanen teaming cheat,0.0,neutral
tolong orang karakternya lari jalan kasih bungkuk tolong kembalikan mengeluh terima kasih mohon perbaiki mengutamakan penambahan peta memperbaiki hadapi game,0.0,neutral
tolong perbaiki bug berkali kali chicken dinner suruh download data mengkecewakan,-0.2833333333333333,negative
ok tolong bug benarkan,0.39285714285714285,positive
kabar pubg musim skip berat memutuskan pensiun permanen semoga pubg dimana pubg tergolong ramah spesifikasi pakai snap kadang nyaman banget main pubg snapdragon sabarnya menghadapi lag bermain snapdragon intinya semangat lag everytime,-0.5,negative
lumayan good game,0.18333333333333332,positive
game frame malaskan,-0.4,negative
bagus,0.7,positive
permainan game bagus sayangnya perbarui masuk permainan,-0.2,negative
anjing bagus grafis tolong update suka segi grafis senjata unik intinya tunggu update,0.125,positive
tencent tolong baju baju musim keluarkan gratiskan pasaran tolong kasihan player old sulit sulit push tolong tolong,0.001388888888888884,positive
download update dimainkan,0.0,neutral
pakai snapdragon lag parah game cacat rusak pubg jelek,0.0,neutral
musuh sulit sulit jelek musuh mudah kakak mengerti mainan pubg,-0.31666666666666665,negative
berubah,0.0,neutral
suka game mantap,0.2,positive
game rusak,-0.4,negative
mengerti maininya sumpah grafis buruk,-0.3499999999999999,negative
gamenya keren banget kakak,-0.025000000000000022,negative
dear pubg main pakai akun guest pencapaian hilang sumpah main tenang bersyukur banget ketemu player selevel sumpah bingung banget takut ketemu pro player good game pakai akun pemain veteran pemula senang main pubg,-0.08666666666666667,negative
tolong perbaiki performa android percepat performanya,0.0,neutral
download banget,0.2,positive
bagus,0.7,positive
see inisiatif,0.0,neutral
mantap bro,0.35,positive
bagus,0.7,positive
plagiat free fire,0.4,positive
game haram,-0.4,negative
kasih bintang bodoh,-0.14999999999999997,negative
ok,0.5,positive
handphone frame hapus aplikasi reset handphone hapus lagu foto frame download ulang coba,0.0,neutral
tolong kakak coba kasih ekstrim pakai gfx tool,-0.125,negative
rindu pubg versi lagu walker way,0.0,neutral
tolong banget bugnya perbaiki bug mati livik rekan tim macet hidupkan karakter tolong perbaikan nyaman banget main semoga baca,0.17333333333333334,positive
game favorit sate park operasi terima kasih,0.04999999999999999,positive
admin update macet,0.0,neutral
mencoba lihat bagusan pubg free fire bintang,0.4,positive
upgrade dipusat mengelola sumber daya unduh diunduh buka mohon petunjuk,-0.05,negative
bug,0.0,neutral
maaf kasih bintang mencoba,-0.5,negative
pembaruan error,0.0,neutral
download masuk update disuruh download mega byte malas boros kuota grafis keren banget game jelek harap bug grafis perbaiki beda kaya iklan,-0.025000000000000005,negative
lumayan bedanya,0.25,positive
handphone tahan,0.0,neutral
sekedar hiburan,0.0,neutral
frame handphone kompatibel,0.0,neutral
haram,0.0,neutral
halo tencent pubg main matching langsung bug flame lag lag sinyal ganti telkomsel terima kasih tencent bantu mendingan lepas pubg baiknya main bug lag hapus,0.39999999999999997,positive
tencent tolong skin bajunya anak,0.0,neutral
update kadang sinyal bagus main game sinyal hijau kuning merah,0.07499999999999998,positive
main pubg sepakat mythic sumpah admin benarkan sistem sinyal lag sinyal bagus,0.7,positive
ranked sulit,-0.5,negative
beli royale pass event tiket royale pass inventaris,0.0,neutral
bagus,0.7,positive
pubg grafis buruk banget,-0.6999999999999998,negative
admin tolong ukuran game free fire mega byte mega byte,0.0,neutral
download,0.0,neutral
sumber dayanya update ulang padah selesai keluarkan game masuk lag download mohon diperbaiki,-0.4,negative
download pubg memori giga byte sinyal bagus hapuskan giga byte tolong diperbaiki,0.7,positive
sinyal diperbaiki isi kuota sinyal penuh high sinyal,0.14,positive
game bagus koneksi sinyal enak main,0.15555555555555553,positive
berat game,-0.4,negative
bug,0.0,neutral
aplikasi really engaged,0.2,positive
sinyal banget update,0.2,positive
menyukai game game berat disayangkan peminat berkurang sulit bertemu musuh player keseringan bot kendala ukuran game saran event event menarik sulit skin senjata pakaian permanen berjangka tolong,-0.21428571428571427,negative
mencoba,0.0,neutral
wanita,0.0,neutral
jelek beliau,-0.7,negative
game bug anjing,-0.4,negative
game rusak mengalami bug spectator recall menerus sinyal,0.0,neutral
kasih bintang permainan ok terima kasih terima kasih,0.19999999999999998,positive
terima kasih game sinyal stabil mohon update berterima kasih,0.0,neutral
game sepi game berat musim kebawah tolong kembalikan game,-0.2333333333333333,negative
game bagus teman teman,0.14999999999999997,positive
memuasan pubg memperberatkan ruangan tencent kuat menahan performa kadang kadang,0.4666666666666667,positive
handphone giga byte main orang membeli handphone bagus butuhkan,0.7,positive
tolong developer game berat handphone tolong developer kecilkan,-0.2,negative
saran tolong kecilkan ukuran berat matchmaking musuh sulit,-0.5,negative
seru main ketemu cheat adil main update tembakkan terdengar,0.7,positive
kasih coba,0.5,positive
mengharuskan sinyal bagus lancar sinyal jelek langsung lobi,0.033333333333333375,positive
pensiun,0.0,neutral
keren,0.35,positive
game bagus bug perbaiki bug player nyaman bermain,0.2333333333333333,positive
tolong tencent rendahkan game biar main,-0.4,negative
bug tencent tolong,0.0,neutral
jelek hey game,-0.55,negative
gamenya bagus gratisannya mudah mudahan kedepannya event gratis update,0.22000000000000003,positive
metro keluarkan hai,0.0,neutral
lumayan,0.2,positive
bintang ukuran game mohon perkecil ukuran giga byte game terima kasih,-0.4,negative
hilangkan bug game biar peminat game pubg mobile,-0.4,negative
atasi permainan macet loading,0.0,neutral
suka game tolong kurangi mega byte maaf,-0.5,negative
bug,0.0,neutral
login,0.0,neutral
kakak maaf kesalahan disengaja disengaja kakak,-0.5,negative
memainkan game,0.0,neutral
lag sinyal kadang pakai wifi,0.0,neutral
game berat game bagus mohon kurangi penyimpanan main lag,0.5222222222222223,positive
menurun minat pemain gamenya berat,-0.3333333333333333,negative
main download obb,0.16666666666666666,positive
handphone redmi mengaktifkan giroskop,0.0,neutral
bagus tolong mikropon bilang kasar tolong mikropon bilang kasar sekian terima kasih,0.033333333333333326,positive
game buruk,-0.5499999999999999,negative
game bagus mendarat lag banget mobil bug terbang wifi,0.16666666666666666,positive
game,-0.4,negative
game bagus,0.14999999999999997,positive
kali main pakai musim seru seruhnya pakai pakai scope friendly fire pakai kendaraan lambat diperbaiki device dipakai kompatibel root oppo redmi note poco phone game memilih pensiun suka niatan ganti device anak istri,-0.0062500000000000056,negative
tolong tambahkan kostum gratisnya,0.4,positive
seru merusakkan,0.0,neutral
game kali bermain mode squad bermain solo game,-0.4,negative
kakak giga byte lag frame,0.0,neutral
bug,0.0,neutral
buka download obb service maksudnya,0.0,neutral
suka lag,0.0,neutral
suka,0.0,neutral
loading banget download,0.2,positive
bagus,0.7,positive
kupantau,0.0,neutral
bagus,0.7,positive
kaya call duty asyik banget,0.3,positive
maaf frame drop bug,-0.5,negative
kasih bintang metro bug uruskan,0.5,positive
yohanes,0.0,neutral
pubg enak jelek frame lancar banyakkan player bug bug suara suara jendela senjata efek pembakaran molotov hilang match enak rank match enaknya training cepat menit selesai match berisi afk enak game,0.4625,positive
ok,0.5,positive
tolong solusinya game pubg handphone game,-0.4,negative
game jelek grafis buruk,-0.46666666666666656,negative
game bagus,0.14999999999999997,positive
bug,0.0,neutral
kakak game haram handphone lag,-0.45,negative
pubg lag gerak sinyal ok,0.5,positive
banyakkan bug,0.0,neutral
banyakkan update handphone pacar kuat,0.4333333333333333,positive
komentar ditanggapi diperbaiki alasannya sedih alasannya sedih developer game sampah update parah gamenya bug urus kolaborasi berguna memberatkan permainan,-0.4,negative
bug servernya benarkan banyakkan event,0.35,positive
go,0.0,neutral
game babi,-0.4,negative
coba semoga sesuai ekspektasi,0.0,neutral
perubahan moga kedepannya,0.0,neutral
update peti gratis pelit banget,0.30000000000000004,positive
game rusak kemarin servernya main,-0.4,negative
tolong optimal bug,0.0,neutral
game rusak mengalami bug spectator recall menerus sinyal,0.0,neutral
game bagus main gold gold,0.14999999999999997,positive
bermain pubg kemarin login akun suspen akun,0.0,neutral
royale pass pesawat gantikan mobil skin pelit tencent,0.0,neutral
animasi,0.0,neutral
suka game upload,0.0,neutral
bagus,0.7,positive
bagus,0.7,positive
game lumayan ketemu musuh sinyal musuh tim death match seimbang kuat lemah,0.12166666666666663,positive
game bodoh,-0.6,negative
bug sinyal bagus sulit masuk pertempuran,0.09999999999999998,positive
game download selesai download,-0.4,negative
main update sayang handphone mendukung main turun pochinki laut,-0.15555555555555559,negative
sulit sinyal terputus sinyalnya main lag,-0.5,negative
tencent anjing download masuk bangsat,0.0,neutral
kadang suka lag beli kuota sinyal penuh kesal,0.35,positive
game rusak musuh bug sinyal jelek pakai wifi,-0.5,negative
tencent tolong remove bug cheat player give stars komentar menanggapi often occur loading lobi tolong fixed,0.1,positive
suara tembak bot,0.4,positive
game bagus login game memperbarui daftar unduhan,-0.03333333333333336,negative
cheat curang benarkan pakai shotgun jarak,0.2857142857142857,positive
bug lag parah,-0.6999999999999998,negative
game bagus seru main bareng teman,0.19999999999999996,positive
game bagus grafis mantap update menbosan update menarik arena permain hadiah sebua pemain menari pemain semoga suka,0.36666666666666664,positive
mantap,0.16666666666666666,positive
update login tencent,0.0,neutral
hiburan malam dewasa hot pubg mobile,0.175,positive
tolong tencent update bug,0.0,neutral
wifi unduhan dihentikan jeda unduh mohon ubah merugikan pemilik data terima kasih,-0.2916666666666667,negative
tolong perkecil ukuran sumber daya,0.0,neutral
bug ukuran game tolong turunkan ukuran gamenya pengguna handphone kentang bermain dangan lancar,-0.13333333333333333,negative
anjing aplikasinya,0.0,neutral
cari match rank tolong perbaiki,-0.8,negative
hahaha,0.0,neutral
terbaik,1.0,positive
tencent pubg mobile ringan download pubg mobile ringan tulisan item tersedia negara,0.4000000000000001,positive
anak suka main game orang tua suka menarik,0.0,neutral
mantap,0.16666666666666666,positive
game seru benarkan,0.2928571428571428,positive
suka game banyakkan peta pemainnya terpecah menunggu main jam antrinya main rank duo solo peta sanhok vikendi masuknya kadang masuk bosan erangel erangel mainnya pickup parasut dihilangkan curang peta arena peta unranked klasik terbagi mainnya kadang malas main tunggu pertimbangkan keluhan player,-0.5666666666666668,negative
game pubg berat handphone lag coba tolong pubg ringan damage senjata biar main pubg ringan,-0.0666666666666667,negative
kasih bintang biarkan pubg nomor,0.5,positive
kembalikan pubg,0.0,neutral
player uang kuota,0.0,neutral
update berat hapus cache update aplikasi,0.0,neutral
game jelek cheat bug,-0.5499999999999999,negative
tahan recoil,0.0,neutral
aplikasi jelek download buka,-0.3499999999999999,negative
bagus,0.7,positive
game keren giga byte,-0.025000000000000022,negative
mantap,0.16666666666666666,positive
high definition,0.16,positive
event,0.0,neutral
game bagus tolong upgrade biar kualitas versi versi versi bug tolong perbaiki game battle bagus banget,0.3333333333333333,positive
gamenya bug sinyal bagus lag peta perumahan tolong kasih fitur biar jeda mengunduh data ok banget gimnya,0.09999999999999998,positive
jatuh cinta banget pubg uninstall download hahaha handphone mendukung terhibur,0.39999999999999997,positive
bug mohon perbaiki report bug game main bug,-0.4,negative
mantap,0.16666666666666666,positive
beli game,-0.4,negative
game game haram game,-0.4000000000000001,negative
mantap,0.16666666666666666,positive
mantap cheat pakai konfigurasi langsung banned ganti bug sinyal meresahkan main pakai wifi data log sinyal bagus tolong perbaiki,0.5333333333333333,positive
seru seru banget berat gamenya teman pensiun temani musim pensiun,0.06666666666666665,positive
tersambung facebook,0.0,neutral
bug,0.0,neutral
