content,sentiment
meningkatkannya ujung ujungnya meningkatkan,0
pembaruan kouta sulit zaman,1
bagus,2
game bagus,1
anjing bug bug terjun pesawat parasut bug game haram,1
ponsel kentang,1
game bagus pubg game free free berbeda,1
kerren suka,2
tolong pengembang ponsel kentang oppo tolong adakan fitur ponsel kentang grafik terputus putus parah main,0
game bagus,2
nyaman gamenya seru,2
coba ringanin kakak seru,0
perbaiki server keluarnya jaringannya,0
games seru pembaruan berat ponsel,2
pembaruan login sulit,0
game seru sinyal lancar,2
bg pengembang grafik keren game ok bug lancar mengisi kuota grafik diturunkan ultra,1
game pembaruan menarik membutuhkan ruang,0
bugnya anjing ayam musuh mati mati merugikan tolong admin,1
pembaruan bug cheat ya tangani grafik terputus putus drop benarkansemoga pembaruan perbaiki,1
ok admin,2
bagus,1
masukan pubg mobile grafis optimalkan ponsel ponsel spesifikasi mencukupi main game patah patah jaringan ok bagus main perang kadang fps drop kecewa ramai mengganggu pertandingan mode fpp pemain ganti bot push pertandingan tunggu pertandingan mengurus mode tpp arus seimbang,2
pubg cheter cheter posisi musuh menyulitkan pemain pubg bermain pubg peringkat bot pleyer berkurang bermain pubg,0
pengalaman bermain pubg mobile nyaman bermain peringkat mode platinum musuh bot kebanyakan pengalaman melawan pemain sulit terbiasa kontrol terbiasa jarak sulit jarak sarankan permudah pengaturan sensivitas rekomendasikan rendah grafis sulit musuh tim afk peringkat poinnya hilang,1
permainan seru,0
main,0
buruk me,1
game,2
tencent tolong menghapus bug chet pemain bintang komentar to in memuat lobi tolong it,0
kuntull,2
gataumales ngomong,1
bintang pembaruan,0
ngcok indok kau,0
tolong ukurannya biar ponsel memainkannya,1
gamenya bagus,2
bagus,2
mencoba,1
game haram,0
kasih bintang ram ponsel lancar mohon development turunkan ram mengunduh,1
dupdate,1
lawannya kuat,0
game,0
sinyalnya stabil push peringkat sulit,1
bagus,2
kadang bug,0
good game,2
tolong perbaiki bug memuat mengalami macet memuat selesai bertempurudah jam tunggukan loadingnya stuckmasa login pubg masuk tolong perbaiki macet memuat,0
tolong pembaruan kurangi tolong,1
bug,0
jelek,0
tolong bug tencent habis pembaruan buruk mental lobi pertandingan masuk game macet memuat main livik habis recall bug kasih bintang,1
pembaruan kompensasi pembaruan pelit skin diwaktu permanen beda versi koreanya skin gratiskan mudah pelit,0
yywiu udl hsii jhsk sheep shjeku bhwuuw,2
mengunduh kemarin putar,1
royale pass batasi menarik royale pass royale pass skin senjata terbaru skin senjata,0
karakternya kaku terjun tembus tanah,1
akun blokir mengunduh aplikasi pubg mobile playstorapstoresaya maaf besarnyadan tolong buka akun sayatolong kesempatan berjanji kesalahan tolong buka blokiran akun sayaterimakasih,0
tolong perbaiki masuk ruang scrim lancar jaringan hijau,0
pembaruan mempersulit pengguna handphone rendah kentang coba kedepan fitur resolusi terbaik handphone rendah,1
fitur ganti cepat teropong ponsel ya,0
jujur lo pubg grafik buruk tolong lh krafton jadikan pubg mobile musim tu grafik buruk mengunduh anjing,1
game memek,2
data,1
mengunduh disuruh mengunduh meledak ponsel,1
lihat komentar ngelu bug pengembang balas maaf perbaiki hadee maaf perbaiki,0
ok,1
pembaruan pikir bug eh bug kendaraan tersangkut batu tersangkutnya ringan karakter beserta rekan main kendaraan mengalahkan dalih jatuh server aneh warna hijau gemarnya memuat mendarat turun pesawat tersangkut dimana mendadak mengalahkan mohon perbaikannya,1
seru aje game semenjak hapus instalan game mengunduh bagus,2
perbaiki bug tolong mode intip selesai bug masuk pertandingan hilang jaringan jaringan oke masuk tanah turun parasut,2
game bagus,2
mengunduh,0
hipubgm mengunduh pubg mobileketika masuk game touchscreen sentuh,0
harap pubg item parasut lompat helikopter,1
mengunduh game sulit login,0
suka,2
bug parah,1
mohon pengembang mohon dibedakan pemain cheat pemain blokir cheat tolong perbaiki bug pemain nyaman bermain,2
pengembang game pembaruan orang ponsel ipon game mahal la berat berat game sulit main,0
maaf pemain pubg menghapus game mengunduh game login akun google gagal bertuliskan sistem mengalami kegagalan jaringan normal normal tolong beritahu berbuat bermain akun harap pengembang game pubg,1
tolong sensi kamera atur otomatis nyaman tembak kuat goyang tembak beruntung orang pandai mengatur kepekaan parah tolong bantuannya,2
anjing,2
pembaruan sulit pembaruan,0
main pubg berat game,0
coba gamenya lihat kolaborasi black pink game seru sulit berbaur,2
bagus,2
jaringan nhlek,2
game asap bagus free fire mobile legends pubg haram,0
bagus main mental,1
keren,2
bug,1
me,2
pembaruan oke tolong permainan bagusinini ngelik lilit main jaringan penuh gmasih ngelik ganti pakai wifieh ngelik pakai jaringan coba aplikasi,1
game gatel bagus crot,0
bagus,0
terhormat tencent games main namanya pakai cheat akun kena blokir mohon bantuannya,0
bagus,2
tolong tingkat infinite lancar ponsel android musuh lancar tolong perbaiki,1
tambahkan peta lihat arah lihat peta posisinya cari tutorialnya youtube temu,0
kadang suka lancar jaringan suka lancar sinyal bagus pembaruan pasang,2
gims bagusmain lincah,0
pubg beratapagi ram stress mainnya mohon kuragilah penyimpanan,0
acara game menarik sayang main suka grafik terputus putus,2
jelek,0
game erugiin orang,2
tolong perbaiki tampilan grafis game tampilan grafisnya pilih suara rekan tim menembak musuh terdengar letak atur berubah simpan,0
hai sobat skin senjata trial ya,0
permainan bagus,2
hai krafton emote muncul pulau game,1
halo pengembang game bagus bug mohon diperbaiki ok terima kasih maaf ketikan salah,2
game bagus bug masuk mobil mobil tombol lari hilang kadang kontrol lihat berubah sebelah kanan,1
pengembang gantii yak,0
bintang bicara seseru,0
bugnya tolong benarkan,0
suka game grafik senjata acaranya bagus sikap pemain nyaman bermain,1
ponsel kentang,0
bagus banged,2
bagus,2
perang jarak mengalahkan membangkitkan icon kontrol hilang icon lari icon fire button kiri hilang,1
game bagus berakv,2
mengeluhkan mode solo duo miramar pertandingan,0
jalan tunggu jalan tolong perbaiki,1
cuku,1
mengharuskan sinyal bagus lancarsinyal jelek langsung lobi,0
cupu,0
ogiffifigigigiiogogigoohohohohohogkjtjrusdijtghcufhfibfjfbffbfjfnfjfjfjfjgjggjfjfjjffjgjjgjgjgjgjgjfjd bodoh fhufufuruyfysijdinfigjgijiigigjgijgjgjdkgkgkgkjgjgjgjgjgjgjjgjghhjgjjgjghfhjfjfjfjfjjhgytyghuhyhghghhghghghghghghhghghyhyhghyuyuyughghghgjhyfugud bh game seru bagus,2
ya bagus game ukuran bisalah ngesiksa ponsel jadulrata rendah,1
game bagus burick free fire,2
coba pubg mode biar kemampuan mode vs miramar biar ramai,2
pembaruan,0
pembaruan dimusim micku bug digunain,1
game bagus segi grafik emosi sinyal jaringan bagus ulang ulang dicoba masuk pubg tolong pembuat game perbaiki sinyal terima kasih,2
game mati asap,0
ya bug,0
bug mengambil senjata bug peralatan medis slot bom menghilang suka bug pertempuran main menghilangkan stress stress grafik bagus sempurna lancar ponsel penyimpanan,2
kebanyakan skin acara perang karnaval anjing,0
aplikasinya gamenya bagus menurutku tolong bugnya file kurangin ya admin berhenti main bug aplikasinya berat,0
semangat pembaruannya mohon pengembang bug teropong bidik kadang adjust cheat berantas,2
bug lancar malas main,1
gamenya bagus,2
kayanya pakai gfx tool main seru game drpada ganti ponsel ganti game balas krafton berani,0
okokokok,2
berat game pembaruan,1
ok,2
peminat pubg smkin ram kasian ponsel ram patah patah kecewa,0
pubg nomor hahahhahahah hahahahhahah hahahahahhahahahahahahahahahahahahahahahahahahahahahahah,0
didownload heran beruntung pakai wifi pakai data habis,1
game jelasbug metro royal,0
game bagus nyaman main sayang krafton sportif aturan peringkat ayam dinernaik giliran cikhenturun poinnya pihakpubg mobile kraftonitu peringkat sajakita lelah,0
fashionable free fire norak,0
mengompilasi sumber daya,2
parah,0
bug bug musuh terdeteksi langkah langkah bug kerusakan senjata masuk akal langsung sakit pakai musuh pakai laporankan cheat periksa hasilnya ketemu terdeteksi keamanan game pubg memuaskan,0
jelek game,0
perangkat prosesor snapdragon mengalami grafik terputus putus berhadapan musuh game grafik terputus putus menjatuhkan prosesor mendukung game game menyempurnakan prosesor sistem perangkat mohon perbaiki secepatnya salam winner,2
apalah daya ram,0
pelit game gacha peti,0
bagus,2
tncent tolong kurangin mengunduh data menj game squad eh siny rendah lihat jaringan,2
maaf pengembang bug game kadang seru main pemberi tahuan server pubg hilang kadang suka kesal seru sinyal oke mohon perbaiki pemain menikmati permainan sekian terima kasih,1
bagus hiburan pembaruan bug,2
pembaruan tencent pembaruan hadiah na halus mhah pusing,1
game bagus grafik bagus main patah ponsel memori patah peringkat turun crown tolong belikan ya game,2
buatlah sprti pubg cina karakter cantik game playnya menarik,2
bagus game ya,1
gamenya jelek free fire bagus,1
pubg mobile terbaik,2
suka game,2
game grafik buruk pintu,1
mengunduh install ulang,0
maaf bintang berubah bug grafik patah cupu berakibat mati mendarat sulit peringkatnya dg samsung ram bertemu dg peringkat maaf ya pikiran mohon sgera perbaiki,0
bagus,2
pembaruan,1
pembaruan jelek pubg bagus,1
ok,2
bagus free fire,1
game haram mengunduh tolong menyesal memenuhi memori lancar habis musuh cheat pengembang tolong sadar ya game kekurangan hapus game game habiskan kuota ya video in un install game,0
admin pubg ringan kah,1
game buruk pakai ponsel bagus bug,0
game haram ya nngedonglod game haram inih,0
gamenya bagus seru gamenya suka bug orang orang bilang game game haram,1
game anjing game babi,0
gamenya bagus,2
pembaruan pembaruan ulang,0
segi permainan bagus tolong kurangi durasi pertandingan biar lobi,2
pemain pubg kabur,0
tolong ciptakan pubg ringan ponsel mendukung,1
game cupu laporkan bug hilang hilang mainnya bug tolong perbaiki dorongan peringkat sulit,0
bodoh,2
game berat install jadijadi,1
hai zona merah,0
bagus keren,2
menunda merugikan game play,1
masuk eko,1
tolong pembatasan tier main teman mohon hapus,1
admin pembaruan macet,0
bug,1
suka main seru,2
seru gamenya bosan,2
mencoba,1
ya game muncul tanda tangan berisi karakter sah,2
bug jalan lompat rumah,0
pubg menu utama ponsel pubg disuruh mengunduh ulang mengunduh ulang buang paket data,1
login gagal,1
game grafik buruk ahhahahahja,0
segi grafik game bagus unggul terkadang grafik terputus putus dropsinyal hilang wifidan pertandingan kekurangan game inisalam winerwinerchickendiner,2
membuka aplikasi rusak tolong perbaiki,1
bagus,2
kakak pemain kena merit tolong kasih mudah namba merit,1
perbaiki koneksinya suka cepat jaringan,1
buggeranatmolotofdan semok dilemparsaya kecewa bug,1
seiring bejalannya grafik terputus putus drop nyaman main tolong perbaiki,2
tolong bug perbaiki bermain game menyenangkan sekian terima kasih,1
game bagus yh login tolong perbaiki admin,1
maaf admin fitur meminimalisir sumber klik kah pasalnya mengunduh rendah memori pack data game tembus mengunduh peta sumber bug kah bug coba perbaiki ditunggu pembaruan,1
musuh jalan suaranya sm petanya gaadalangkah kainyapdhal persis lucu ngoding niat ngoding,0
tolong bug klw reload perbaiki,1
game jelek memenuhi memori,0
game na jelek,0
mohon maaf kurangin bintangnya bug mikrofon kendaraanada kejadian dimaan tanggal rabu agustus kejadian teman tersangkut tembok bom masuk ulang habis mengalami bug mikrofon musuh mati teman tolong diperhatikan benarkan,2
kasih bintang permasalahan bug game bug turun grafik berubah buram berharap bug atasi,0
bagus,0
masuk,2
ponsel kethank grafik terputus putus,1
game bagus,2
eat stxre sri mengatur auto,1
keren,0
bugnya ganggu,2
musnahin cheat recoil buruk,2
coba ringanin kakak seru,0
lancar jaringan kadang ms pakai wifi,1
terima kasih pubg tahunnya ponsel mendukung,2
kakak tekan kakak jaringan bagus orang tolong kakak kasih saran,1
bilang tencent game ponsel meledak tolong rendahkan ya tencent tolong,1
seru pulang baju bagus nyaman bagus bagus game nyaman pulang,2
black pink mengunduh,2
bug cheat jaringan bermasalah,0
bagus,0
bagus games,2
bagus,2
bagus,2
bot kerusakannya gila,0
ok,0
pembaruan ya login via facebook keterangan otoritas batalkan mengunduh bagus data nyaapakah mesti hapus mengunduh ah merpotkan jiwa misqueen menjerit,0
bodoh bodoh bodoh bodoh,0
tolong optimal bug,1
tolong kembalikan pubg kembalikan livik perbaiki bug peta bug suara senjata,1
bagus game lancar sukses pubg terima kasih,2
game elite perbaikan sinyal sulit,0
pengembang tolong diblokir akun cheat apapun bermain pubg,2
bantu emulator pemain so to temukan pertandingan,0
mengunduh coba keterangan suka main pubg,1
ok,2
kasih bintang grafik game bermain ponsel mendukung game ok rendering bos perbaiki terjun pesawat langsung masuk tanah turun pindah terjun darat cari menjarah rumahnya ok perbaiki ya bos kasih bintang,0
geminiharam,0
terima kasih pembaruannya,1
game bodoh mengunduh mengunduh bilang aplikasi berfungsi ngabisin kuota hapus sono gamenya bermain store mengurus game semoga cepat mati bodoh,0
game bagus main random squad mac tunggu menit masuk game,2
game jelek,0
lancar akun diretas peretas bertanggung diatasi pubg bintang akun dikembalikan performa pubg ditingkatkan terima kasih laporan pubg akun balek,0
admin pembaruan kolaborasi marshmellow biar seru topengnya gratis baju celana gratis tolong admin,2
ya login senin,1
maaf pengembang kasih bintang grafik bagus bagus salah tolong kurangi lancar bugnya mati nonton tim gerak avatarny perbaiki kasih bintang nantiny,1
kasih bintang,1
fitur penanda tahan nonaktifin terganggu tandai cepat geser barang lotingannya,1
pubg tencent keanehan skin menghilang bug tarjadi milai tembus tembokcheter musuh nembek perusahaan pubg harap perbaiki thaks,0
ya ponsel ram main pubg grafik terputus putus muluterpakasa game cal of berat hobi main game tembak terima kasih pubg dimainkan ponsel kentang,0
game oke kendala pengurangan pemain mati cepat dimana main hidup berati sisa teryata sisa musuh mati sona sisa tim sisa hidup lancar grafik terputus putus drob,1
persen,2
game favorit,2
game grafik buruk,1
pubg langkah suaranya peta merah pudar musuhnya langkah,2
kasih bintang ponsel redmi mengaktifkan giroskop mohon maaf,2
jaringan jaringan semenjak pembaruan,1
pengembang kasih bintang akun tu login mohon bantuan satunya akun ceritanya login login facebook login mohon bantuannya kesalahan maaf butuh tanggapan,2
terima kasih pubg game hd terbaik,2
msh bug,1
bagus,2
tinggal main protess,0
bagusan tencent,0
mencoba,2
mengunduh game kbs mengunduh game play store,0
wapapji seru ya,0
semoga game bagus,2
bagus,2
bagus,2
berhubung kemerdekaan tolong tambahkan senjata milik indonesia,2
menurutku segi game bermain bagus bingung jaringan main pubg buruk buruk main mode vs game lancar peluru terkadang senjata jaringan main teman mati menonton teman menonton pergerakkan karakter teman normal lancar patah patah ponsel oppo ram rom mendukung game cepat perbaiki ok,1
pubg bagus senjata lengkap,2
bot tier diamond lawan bot tolong perbaiki pertandingan,1
memakai plug in blokir setahun pubg mohon kejelasan adil adilnyaa terima pemblokiran inii trimakasihh,0
game haram,0
bagus,2
game mati asap,0
terhormat pubg tolong sinyal kondisikan bugnya ambil bos peralatan medis pakai recall me tim bug tidur rumah peta teman laut habis recall kebanyakan masuk rumah cari senjata tolong perbaiki terima kasih,0
kasih bintang dulumasalah puassaya kecanduangame mnurut seru bngetsampe online haritapi kecewa turun perasutgame langsung mode utamalogin lagikmbali,1
pembaruan ponsel muat,1
sae game pubg mobile kedepan panggah sae bagus kerja krafton,2
bagus,2
masuk ya pilih mengunduh data gagal,0
bug meresahkan jaringan naikmaaf bintang,1
game akun hilang ponsel lupa sandi mengatur ulang nama akun tolong kembalikan akun kasih bintang,2
wdfyhu digulunggulung gulung gulung hatiku gundul gulunggulung gulung hati cfyhuyucggfjogg ok google gulunggulung bertarung vs,2
game kebanggan berat skin tema pubg membiasakan pemain game to membayar merendahkan pemain lbih suka bermain happy kontes kekayaan,0
seharian gagal login via twitter,0
bug tolong,1
game jijik kebanyakan lancar patah patah,0
admin ukuran penuh game pubg ya mengunduh ragu ponsel ram takut muat,2
tolong fungsikan konfigurasi pelancar ponsel kentang,0
wow good game gimang mesti bug betulkan kasih bintang ok kakak,1
mohon maaf gangguan server jaringan bagus keluhan menurutku game bagus server menanggapi,0
terima kasih pubg jurang menemani bosanan game terbaik,2
gachanya sulit,1
tolong bug perbaiki bug teman panggil mati,1
tolong pengembang game perbaiki bug kesalahan oh ya pubg malam zombie mode perang payload senjata,1
gemanya bagus segi grafik bagus kendaraannya bagus pembaruan tolong tambahkan seru terima kasih,1
buruk,1
bagus memuat alias ngendet critanya,0
kasih bintang mengunduh lancar,1
bagus,2
kasih bintang pembaruan turun peringkat,0
admin maaf kasih bintang apakarena game cheatmasa lompat mungkintolong admin cheat blokir admin,2
gemya grafik buruk bagus free fire kayagini yadi pnsi free fire,0
login facebook main bug meresahkan suara langkah musuh terdengar musuh mobil tabrak masuk tanah tolong bug betulkan,0
berat pubg grafik terputus putus drop bug tolong tencent game,0
mengunduh lihat perkembangannya,2
tolong admin bug benarkan nyaman bermain,1
gamenya bagus bagus ditingkatkan ya bug bug hilangkan main okey bug bugnya dihapus ya terima kasih,1
bug jaringan stabilmau mati game kah,0
tolong mengunduh perbaiki pungutan ransel gelap amunisi granat asap gelap sulit barang pungutan,1
msh bug,1
lancar bug banyakdan gagal terhubung jaringan tolong pengembang mohon perbaiki pasal koneksi salam musim,0
pubg berat,0
ryuu,1
babi,0
lancar jaringan musuh mati jaringan normal,0
game kedepan file kurangi terima kasih,1
bintangnya ya bug diperbaiki tolong sistem peti premium kembalikan draw jamin legendaris epic jaminannya,0
halo pubg tolong akun,2
suka berhenti memuat pertandingannya sg realme heran pembaruan tolong pubg mobile atasi,0
free fire free fire df,0
tolong ringankan game kasihan perangkat rendah main pubg berat kasihan tolong ringankan game mengunduh otomatis pakai wifi tolongan mengunduh otomatis pakai wifi biar tenang,0
login game mengalami memaksa tutup login akun,1
kerenz,2
bug gyro error,1
maaf kasih peringkat masuk game,0
wifi lancar tanggapan habis kuota tanggapan server harap perbaiki mengganggu,0
coba kolaborasi free fire,2
kebanyakan bug bodoh pubg main free fire ponsel ram bug game bodoh,0
bug,2
bagus membosankan variasi acaranya,1
pembaruan game klw turun peminat game pubg temenq pensiun perangkat mumpuni,1
main teman lobi suruh pembaruan lihat bermain store tulisan pembaruan admin solusinya,1
kasih bintang tembak musuh mati tembak langsung mati kasih bintang seru game pubg,1
game bagus pertandingan tunggu bosan,1
cheat cheat cheat tencent dimana,1
grafik terputus putus seru perubahan,2
seru,2
gamenya berat,0
game bagus grafik oke bug ganggu bermain suka lancar mohon perbaiki ya terima kasih,1
bagus,2
bagus,1
ya bagus,1
pakai gfx tool aman,1
mengunduh data mengunduh data mengunduh ya tandah mengunduh tolong perbaiki,2
game menguras memori internal mengunduh data pubg mobile dihandphone mencapai saran pengembang pubg mobile mengurangi penggunaan data game devicehandphone pemain mengeluh penyimpanan penuh pembaruan data game terhapus otomatis menumpuk,0
pubg anjeng bug mikrofon bodoh,1
malas motor tembus tanah,0
tolong jaringan diperbaiki jaringan bagus,1
pembaharuan gunanya jaringan bagus sulit login nyalahin jaringan ayolah,0
pembaruan berat handphone prosesornya timggi,1
sjelak,0
game bagus ramah,0
aq peringkat minus mengecewakan,1
lancar brutal boros kuota mohon diperbaiki tencent,0
serutapi seru,2
tolong dikurangi biar main ponsel kentang tolong,2
pembaruan game tida install,2
jelek,0
pubg buatkan peta pachinko,2
tinus kaka,2
pengembang bintang mobil mobil bug mobil mundur tolong pengembang mohon diperbaiki,1
main malas pembaruan install ulang,0
mantaps grafisnya batas badannya semoga berkualitas royal pass tolong kasih menarik,1
aneh ya mengunduh dimainkan disuruh mengunduh data obb tu aplikasi pengembang,1
suka suka,2
sulit login ya,0
bug perbaiki,1
bagus,2
grafiknya cupu patah karakter normal,1
mohon maaf dev tolong diperbaiki game permintaan cheat bug tolong diperbaiki pemain nyaman bermain game mohon maaf salah,1
coba,1
netral,1
pembaruan sulit ya masuk pertandingannya suka mental masuk,1
terima kasih,0
coba,1
bagus,2
oke bagus,1
terbaik,2
game,2
seruh pembaruan,0
game bagus,1
main jalan gamenya tolong perbaiki sayang game bagus lancar mainnya,1
tencent tolong skin bajunya,2
game grafik buruk,0
tolong pubg ringankan biar ponsel ponsel rendah perangkat lancar main,2
hai keluhan tujuan bermain game mencari hiburan bermain pusing sistem ranked game seakanakan sulit mencapai peringkat kemampuan pikir bermain pubg pengembang bisalah sesuaikan sistem ranked terima kasih,1
tolong sprintnya percepat sembuh percepat bugnya perbaiki,1
halus tei,0
ariska,1
gamenya bagus berat malas ponsel pubg game penuh isi game hapus salah game,0
pubg,2
seru,0
poin tertinggi as dominasi,2
coba perbaiki ya habis main memuat realog main,2
sja mengunduhnya,0
main menginjak oke sayang kadang bug kadang lancar,2
berat lawan,0
game bagus santai,2
tingkat infinite,2
pubg bug malas main,1
game pubg mobile game seru grafik bagus seru dimainkan teman main,2
seru belajar musuh hebat plus kasih musuh belajar,2
pembaruan suara senjata diubah nyaman terliga bug keras,0
bagus,2
su pembaruan kebanyakan file mengunduh game kuat perangkat terima kasih pubg mobile indonesia,1
retas login facebook solusinya,2
bagus sabtu,2
game oke,1
mode malas main pubg muncul nyata perang logika bermainya recall muncul game sebelah klasik ruang sepi bot pemain asli,0
mohon maaf tencent mengalami memaksa tutup game ponsel mempuni lancar bermain pubg mobile semoga perubahan,1
ya bagus game ukuran bisalah ngesiksa ponsel jadulrata rendah,1
perangkat ram mengunduh pubg,0
main pabji,2
game haram,0
game bagus kekurangan musuh profesional ya pemula tolong perbaiki secepatnya,2
nyaman bermain game pubg chead up game tembus chead bug pengamatkariawan game kinerja lalai,0
game cocok ponsel pembaruan habis perangkat,0
meyampaikan main pindah server eropa memakai server asia solo squad server pindah eropa mohon dimaklumi ya,0
game bagus ram mendukung ram lancar tolong bantu tpis biar lancar ponsel ram mohon mengunduh data turunkan tencent ponsel ram pakai,2
bugnya perang tersangkut tunggu mati main pengembang perbaiki bug bugnya game,0
maaf semaaf maaf tolong kembaliin akun akun hilang mohon bantuan,0
game bagus cheat laporan blokir mohon diatasi mengganggu merugikan orang mohon diperkuat anti cheat,2
ketemu musuh lancar ya sd perangkat mi profesional,0
pembaruan hai,1
game bagus,2
turun ram game pubg main ram,1
game bagus koneksi jaringan nyaman main,1
game dimainkan ya,0
bug bergerak game berat,0
pembaruan,0
mengunduh install pubg haram,0
tencent perbaiki bug game,1
blokir,0
pubg free fire anjing aneh pembaruan,0
game bagus tolong upgared biar kualitas versi versi versi bug tolong perbaikitapi game pertarungan bagus,2
selslu lancar turun jaringan pul pakai waypay lancar,1
bermain game jelek coba ponsel jaringan buka game pubg mobile jelek bintang ajar,0
bagus,2
habis pembaruan bug suara grafik patah parah semoga perbaikan,1
game main kakak lelah lelah tunggu mengunduh kakak,0
bagus,2
dondlowd jaringan jelek jaringan jaringan lobi bagus pasmain lancar kasih bintang game temankan tolong bantu perbaikan jaringan,1
malas main temu orang yabg pakai cepat pakai filter bawaan malas main tolong yak blokir orang orang teman teman malas main membunuh tembakan lihat sosial media orang ngecit kena blokir heran malas main kasih bintang pubg mobile,1
ok main kembaliapakah,2
pembaruan tolong adakan tembak musuh kendaraan mode pelatihan admin latihan aim tembak musuh kendaraan melaju,2
pembaruan berathapus cache pembaruan aplikasi la,0
cheat,2
suka game pubg,1
lobi main memuat,0
senang pubg mobile versi main error,2
turunkan dev ponsel kuat,1
seru,2
tolong meningkat peti odds so keras to dapatkan bagus outfit or senjata skin,2
game ne,0
bagus kerja,2
kabar pubg musim lewati berat memutuskan pensiun permanen semoga pubg dimana pubg tergolong ramah spesifikasi pakai jepret kadang nyaman main pubg snapdragon sabarnya menghadapi lancar bermain snapdragon pokoknya semangat lancar everytime,2
game kontol,2
loginnya babg tunggu jam masuk login gamenya bagus grafik keren bug terima grafik terputus putus panas bermain game pubg mobile mohon perbaiki pengembang aserkian terima kasih,2
game game sukai kecewa cheat sekian terima,2
ponsel ram tutup tempur grafik terputus putus drop parah,0
baju kurrang menarik,0
login pakai google bermain storetampilannyalogin failplease mencoba,1
koneksi stabil meneruspadahal jaringannya bagus,0
bagus,2
habis perbarui masuk diarahkan obb melayani,0
perangkat prosesor snapdragon mengalami grafik terputus putus berhadapan musuh game grafik terputus putus menjatuhkan prosesor mendukung game game menyempurnakan prosesor sistem perangkat mohon perbaiki secepatnya salam winner,2
grafik buruk gamenya sakit mata,1
good game,2
keren,1
pabnji bos pemain free fire grafik buruk,1
masuk game,2
bagus wajar bug game online,2
idolah,2
mencoba aplikasi youtube seru seru bintang ok,1
game pembaruan jaringan bug,0
akun loginin anjing,0
permainan ok ok kadang pendaratan ngerframe bug kepala to kepala ponsel ram mumpuni,2
pembaruan login tencent,0
bug game pubg ayolah perbaiki malas peringkat turun bug meresahkan,0
game is fun mengunduh it,1
game play pengalaman ya ok isu is ditebus kupon peti be keberuntungan,2
kurangi bug,1
sistem keamanan msh payah msh pemain curang aplikasi bs membantu pemain cupu dr segi anti lancar langkah rumput asap msh spntasnya game ditinggalkan penggemar bermain scra adil,0
game bug jaringan jelek jaringan bawaan bagus,0
game pubg bagus,2
cyy,1
pertandingan bosan main,1
hallo pengembang kritik rasakan pertandingan ya jaringan stabil masuk server zona asia menunggu pertandingan menitan jt pemain kemanaitu kritikan semoga benarkan pengembang,1
kadang lobi jaringan jelek jaringan bagus game jaringan lancar jaya,1
bagus ah,2
gamenya seru kebanyakan bug permainan team deathmatch peluru mati bug menontonmohon perbaiki bugnya pemain pubg permainan maksimal sesuai ukuran pubg,0
permain bagus,1
gamenya seru semenjak aturan tiernya main teman,1
pubg bug ya separah langkah musuh teman tembak kejauhan suaranya bot mode tunggal tembak suara langkah sejelas lantai hinggal suaranya kadang suara musuh jaringan suka melompat stabil ms suka melompat antolong diperbaiki kenyamanan,0
mengunduh peta,0
tolong pengembang pubg bug tolong diperbaiki suara kendaraan perjelasin suaranya aktifkan fpp pembesar wajah sekian terima kasih,1
wow good game gimang mesti bug betulkan kasih bintang ok kakak,1
game bagus sekalinamun keseringan bug,2
data peta mengunduh hilang,0
ok,2
tolong garena pervaiki bug langkah kaki ngedengar,1
grafik buruk pembaruan memuat aneh bos,0
haramq,0
bubar kukasih bintang,2
game erugiin orang,2
hai pengembang pembaruan game optimal perangkat rendah grafik terputus putus drop lancar game online berat grafik terputus putus drop lancar tolong perbaiki,1
buruk me,1
game memek,2
game seru seru,0
penggunaan tautan number id pubg dihapuskan sajakarna nomor aktif kadang nomor terblokir lupa isi pulsakadang ponsel hilang dn nomorpun hilang tautan number mempersulit pemain riset sandi login in game pemain nomornya blokir hilang tautan gmail twitter dn tautan facebook id game ganti peraturan ganti number login in nomor lamaitu bijak dn mempermudah,0
game bagus,2
lancar sinyal lancar kesal,0
pilem bokef,2
berat ukuran,2
game bagus seru,2
lancar bug banyakdan gagal terhubung jaringan tolong pengembang mohon perbaiki pasal koneksi salam musim,0
tingkat infinite,2
mengerti mainnya main,1
game bagus,2
mantul,2
lancar malas main,0
game seru kecanduan game perbaiki bug bug kakak,0
bagus,2
game munafikentah game mobile legends lancarnya aneh aneh melulupas disaat perang koneksi loss jaringan tinggibrasa bot mainyaserasa ditentuin menang kalahnaya biar penasaran mainnya,2
bintang ukuran game mohon perkecil ukuran game terima kasih,1
permainan jelek,0
sulit orang memainkan game pubg mobile penyimpanan handphone android memiliki kapasitas handphone diatas ram main game mesti cari game memadai kapasitas handphone sayang peminat game pubg berkurang persatu tolong mengerti,2
menantang,2
pembaruan bug penonton teman setim bug suara tembakan musuh suara bot fps stabil jaringan bagus memori kosong,0
game bagus suara,0
berat bug menarik,0
ok,2
mengunduh game game rusak ya,0
tolonglah kasih bot,1
mengunduh,1
bagus,2
pubg mobile game normal ngepushngerank serasa berat main semalam tosson turun,1
gamenyaa bagus,2
game bug,0
aplikasi bagus,1
bagus,2
bagus suka,2
drop skin in royalpass bith maybe of peapol hapus instalan pubg rp musim nothing skin,1
pembaruan gagal login kespon islam macet memuat main jaringan aman aplikasi jalan game tolong masukannya admin,1
game rusak kontol,0
dasar game haram game free fire pubg game haram mainkan bocilbocil,0
