content,sentiment
bagus hd pusing mainnya,1
gamenya bagus bugnydan lancar,1
ok,2
pengembang tolong sistem blokir mengidentifikasi pemain sok al bertemu peretas,0
lancar hazu,0
install eh ternya beda musim,0
sinyal kon,1
game bagus coba main livik lawan musuh terbang terbang kelelawar ganggu darah sekarat mati kelelawar hapus kelelawar ganggu,0
kangen mode malam situ pubg ramai seru,1
bug mengunduh marahkan teman jaringan main jam malam sinyal bagus bagus tulisan pembaruan bermain store terima kasih,1
ya,2
ok,2
terhormat tencent merasakan pengalaman bermain maksimal bug didalam game salah satunya bug shotgun shotgun rapid fire shotgun jaringan bagus ms ms tembakan mengeluarkan peluru berjalan posisi berjalan alami berkalikali,0
bagus,1
game haram,0
tolong mode main seson skrangtapi tolong banyakin mode admin ponsel muat memakan penyimpanan,1
berat bug menarik,0
game bagus tolong pengembang ponsel kentang tolong bantu pemain hhp kentang biar grafik terputus putus,2
benarkan servernya bugnya akhlak,1
toomuch pembaruan nothing pengalaman,1
memaksa tutup ram pengaturan rendah,0
bagus games,2
turunkan ukuran game pubg kehilangan teman main pubg perangkat dukung,2
mohon maaf tolong turunkan ukaran kapasitas perangkat kelas menengah main lancar suka bermain game sayang perangkat pakai memadai,1
hilangkan bug game biar peminat game pubg mobile,0
dds,0
bagus,2
main pastikan ponsel bagus ya sayang,0
bug grafis cupu koneksi buruk,0
game jelek,1
gamenya good game,2
yagak tanyak,0
pembaruan bug cheat ya tangani grafik terputus putus drop benarkansemoga pembaruan perbaiki,1
game haram free fire pintu seru haram free fire aim merah,0
masuk ulang login,0
bintangnya ya bug diperbaiki tolong sistem peti premium kembalikan draw jamin legendaris epic jaminannya,0
kurangin peringkat telat pembaruan,2
seru,1
ya game error lambat bintang game,1
grafik buruk gamenya sakit mata,1
mengunduh data penyimpanan,0
menurutku segi game bermain bagus bingung jaringan main pubg buruk buruk main mode vs game lancar peluru terkadang senjata jaringan main teman mati menonton teman menonton pergerakkan karakter teman normal lancar patah patah ponsel oppo ram rom mendukung game cepat perbaiki ok,1
kasih bintang login akun apapun semoga cepat diperbaiki gamenya memakai akun tamu akun sultan akun satunya,1
pubg mobile berat pindah pubg negara grafik bagus ringan,1
halo pengembang bug bug ultimate jangkauan masuk bertarung pertandingan kontrol terapkan pengaturan kecewa mohon perbaiki terimahkasih,2
game babi,0
kecewa main masuk langsung lancar penyebab tolong diperbaiki la nyaman mainnya,1
kotak emote tambahkan admin emote dipakai,2
game kontol,2
mohon pengembang naikin merit pertandingan poin merit sulitkan main peringkat koneksi jelek kadang terkeluar mohon,1
bug game kontoll,0
hai dev game perbaiki terima kasih kerja kerasnya ya menunda mencet tombol peek fire kepencet tombol iya ya tim tim noob peringkat platinum peringkat gold tim profesional tolong pisahkan pemain noob profesional biar tim terbebani,1
musnahin cheat recoil buruk,2
adakah perbedaan versi bermain store sediakan samsung aplikasi,1
pengembang kecewa jaringan habis pembaruan game peringat server menanggapi tolong diperbaiki ya terima kasih,1
buruk,0
pembaruan kedepannya semoga saran mengurangi sumber pack pakian pakian berguna meminimalis fitur ponsel spesifikasi lancar perbaikan grafik android grafik terputus putus drop perbaikan bug bug mengurangi cheat game semoga kedepannya bagus,1
bilang main bug tier platinum temu musuh tier admin,0
hai cari pertandingan anjing,1
bagus bos game kekurangan kena tembak mengobati melawan sayang bos,1
bug berhenti majalah peluru tolong perbaiki bug mengganggu,0
bagus,2
unduh data bodoh,1
dc,2
pubg semaki ngelagg bug,0
pembaruan da,1
login game mengalami memaksa tutup login akun,1
terhormat pengembang tolong diperbaiki jaringan pembaruan jaringan stabil tolong suara bug mendengar,2
jelek,2
bug meresahkan jaringan naikmaaf bintang,1
lambat pertandingan pertandingan membosankan tunggu,1
maaf kasih bintang admin tolong ya jaringan benarkan main sinyal bagus game sinyalnya buruk grafik terputus putus lancar ponsel pokoknya,2
pembaruan ya pembaruan game disuruh secepatnya pembaruan ya tolong tingkat infinite krafton tencent selesaikan ya secepatnya terima kasih,1
halo pengembang bug bug ultimate jangkauan masuk bertarung pertandingan kontrol terapkan pengaturan kecewa mohon perbaiki terimahkasih,2
game koncol,1
game,0
game mohon moderator mute pemain toxic membenci pemain toxic,1
hai tencent krafton tolonglah bug recall anjing,1
mengunduh coba mengunduh salah coba kasih bintang ya terdownload kasih bintang ok,0
aplikasi bagus,1
game terbaik,1
main pubg ponsel mendukung beli ponsel tencent,2
menyenangkan sayang livik pembaruan bug,2
game bagus,2
bagus keren bagus sayang kadang suara langkah kaki patah patah ponsel ram penyimpanan coba ponsel ram patah patah mohon perbaiki,2
kesal pembaruan framex berpikir ponsel cepat panas main grafik terputus putus panas kasih bintang bagus ponsel ramx tolong perbaiki,1
game asw game,0
suka game bug sinyal lambat jaringan perbaiki suruh pembaruan,1
game bagus blokir mengunduh grafik bagus bagus,2
pabnji bos pemain free fire grafik buruk,1
keren,2
maaf game cheat suka,1
bug jalan lompat rumah,0
bagus,1
game bagus tolong hilangkan bug,1
game bagus lancar lang sung disuruh login ulang,2
game haram,2
dev pubg mobile tolong perbaik server kemarin login muncul tulisan akun otoritasasi mencoba berulang mohon diperbaiki,1
permainan oke diperbaiki koneksiy,1
game mengalami macet memuat ranked jaringan bagus selebihnya mantep,2
tolong kapasitas game kecilkan tencent krafton,0
pubg mobile grafik jelek grafik buruk suka sukanya free fire garena teman teman suka pubg grafik buruk,1
oh install pakai semingguan pembaruan senangnya pembaruan melulu bosan kesal menengah kebawah mengunduh game game gamer kelas menengah menyesal maaf hapus instalan ya sekalinya,0
bangunan perbanyak senjatanyasaat tyrun biar kalah senjatamasa bangunan senjatatolong,1
cintaku padamu ketidaknyamanan,2
bagus dn seru tolong kurangin kapasitas datanya,2
game bermasalah,0
pemain menyesal peringkatnya buruk komentar buruk tencent krafton perbaiki bug,2
tolong perbaiki grafik xiaomi bantalan grafik tablet pecah pecah nyaman bermain sulit musuh tolong tanggapi,1
game basi,0
selesai keulang bug data anjing,0
hahahaahahha ponsel kentang mengunduh pubg mobile legends free fire efotbal fifa mengunduh game ponsel kentang,2
setan game merusak perform bermain jaringan oke eh server down jaringan berubah niat game ya kasian pemain pubg server babi tolong benarkan game,0
wdfyhu digulunggulung gulung gulung hatiku gundul gulunggulung gulung hati cfyhuyucggfjogg ok google gulunggulung bertarung vs,2
game bagus,1
game ya bagus cocok main ngabuburit tolong pembaruan sebentar ponsel kentang nyesek ok,0
coba nama kartu kasih teman tencent,0
habis pembaruan bs masuk tolong,1
haram,0
push peringkat jam sok perhatian buruk kl game mainkan blg anjing pengembang sok perhatian,0
bintangnya turun smakin pembaharuan meresahkan pemakai ponsel kentang,1
game seru,1
game cheat auto hapus instalan,0
bug suara musuh terdengar fps stabil jaringan bagus bug rasakan,0
ok,2
bilang pubg berat ponsel kentang,2
wapapji seru ya,0
bug dimana,1
game memuaskan game semoga kedepan pembaruan menyenangkan semangat pengembang,2
bug ditraining mode,1
gamenya bagus bug ganggu,1
ponsel redmi mengaktifkan,1
bagus sedap,2
game bagus maaf kakak robot,1
game bagus tolong perbaiki bug bug aneh tolong,2
tekan login facebook muncul pemberitahuan pengumuman otoritas dibatalkan mohon bantuannya terima kasih,0
pembaruan,1
bagus,2
tencent tolong ponsel mewah sulit dengar pencinta game cari solusi biar ringan game berat biar laku youtube laku sulit dengar peminat up kadang menyesal lihat patah lancar parah cari solusi pikir kualitas hd kenyamanan pemainnya,1
hai krafton emote muncul pulau game,1
peringkat turun ya,2
rumputnya pendek tiarap msh mohon perbaiki,1
serasa ponsel mekedak,2
maaf admin fitur meminimalisir sumber klik kah pasalnya mengunduh rendah memori pack data game tembus mengunduh peta sumber bug kah bug coba perbaiki ditunggu pembaruan,1
aduh mengunduh eh milikmu perangkat supported keterangan bermain store berfungsi perangkat sumpah hilang sia sia,1
mohon pengembang mengurus grafik terputus putus ponsel sanggup menahanya keseringan ngframengefreeze pemain android nyaman memilih pensiun memilih game mainkan ponsel free fire contohnya,1
aplikasi bagus uc gratis,1
xexe ws,1
hallo grafik terputus putus,2
sulit jaringan bug mengalami lancar permainansedangkan jaringan stabil,1
pubg game anjing,0
grafis suka ringan miskin orang kentang perangkat able to bermain spesifikasi bermain game is worse suka,0
tencent tolong perbaiki bug gyro diaktifkan memegang senjata bug tencent mohon diperbaiki,1
perangkat ram mengunduh pubg,0
msh lancar,1
gamenya bagus eskepal,2
game kontol,0
tolong grafis membuka kunci grafis,1
pengembang pubg mobile ringankan game ponsel kentang main bagus,2
puas pembaruan suara efek senjata rendah tolong menemukan bug alat sembuh teropong bidik bob memohon pengembang menghilangkan bug trima kasih,2
install memuat habis kendala install,0
kah offline,2
kembalikan pubg zaman admin,0
halo mohon maaf ya kasih bintang samsung ram giga penyimpanan internal giga game butuh game terima kasih,1
bagus lh game,1
login tolong periksa ya admin,1
masukan admin dev tingkat infinite random pertandingan lobi menggantikan pemain random tim kekurangan orang menemui vs vs tim random lobi acara adakan hadiah trial orang malas selesaikan misi hadiah trial adakan eventberi hadiah permanen pemain berlomba,2
manga pubg memuat login kuota beli,0
kurangi bintangnya kendala pembaruan login facebook mohon batuannya,0
bintang bug,2
good game,2
main lancarmantap terbaik pubgsekarang pelatihan cherparkbest of terbaik,2
pemain pubg sarankan lh pembaruan ponsel berganti ganti tolong lh tencent,2
tolong ponsel samsung prime meledak game berat informasi cheat anti lancar,0
bagus,2
jaringannya rusak merah,0
grafik terputus putus seru perubahan,2
game bug kesalahan,0
halo unbanet akun pubg,2
kakak pemain kena merit tolong kasih mudah namba merit,1
bagus,1
jujur opini pribadi pemain pubg mobile peminat gamenya sepi gamenya berat ganti ponsel perangkat memumpuni bermain terasah nyaman beratnya game fitur mengunduh peta jaringan sekian,1
maaf ya main pubg ponsel kuat pemain pubg pubg nyaman tangan pembaruan ponsel kuat main patah ponsel lancar mo,0
kecewa pembaruan,0
tolong bug perbaiki bermain game menyenangkan sekian terima kasih,1
hii mohon maaf mengganggu tolong bug benarkan main penonton teman terdiam jalan bug mohon perbaiki secepatnya,1
game sultan,0
tolong pembaruan kurangi tolong,1
game bagusmaps bagus,2
perang jarak mengalahkan membangkitkan icon kontrol hilang icon lari icon fire button kiri hilang,1
bagus game,2
sulit mainnya,2
perhatikan bugnya teman setim hilang peta,1
pemain menurun ukuran game membesar,1
penonton pakai virtual private networks penonton,1
sulit teropong bidik ya,1
terima kasih game game terhibur,1
tombol emote hilang pembaruan kemarin perbaiki,1
gurning hhnjsbzn,2
mengunduh ponsel kentang sebentar sanggup hapus instalan awkwkkw,1
kasih bintang main free fire,1
berat game pengguna ponsel ekonomi menengah mainkan game mode game,0
puyeng dgan byknya fitur aneh,0
gamenya bagus pubg haram bilangkan inikan game dn menghina orang lihat game sebagus bicara,2
paokk game rusak,0
bug mikrofon lancar,1
tolong main erangel peta tolong perbaiki ya komandan,2
pemain pubg sarankan lh pembaruan ponsel berganti ganti tolong lh tencent,2
pubg kenal,1
login posisi tombol bergeser repot atur ulang,1
game bagus,2
game sepi berat,0
jaringannya bintang ya,1
tolong game spam mengunduh,1
penggemar,2
game yata seru intinya auto ketagihan main pubg gejala ya suka gerbang ituh,2
komentar,0
space,2
seru menyenangkan bug kesal,2
suka game habiskan kaota,0
game haram ya nngedonglod game haram inih,0
game seru benarkan,1
semoga pembaruan ukuran data data game,2
menyenangkan,0
ukuran,1
bug suara langkah kaki terdengar,1
pubg mobile keren kontrol headshot kepala musuh langsung tembak langsung menang,2
game bagus,2
bintang bicara seseru,0
pengembang mengurangi data pubg mobile ponsel kentang bermain pubg,1
pengembang tolong perbaiki terkait ram ram game play sulit gerakkan bug jendela turun jendela bug gerakkan analog bunuh musuh tolong perbaiki terkait ram bug jendela tolong,2
fitur ganti cepat teropong ponsel ya,0
turun jelly kakak,2
kasih bintang game haram hahahaha game nomor free fire,1
bug lancar malas main,1
good game game,1
ringankan game pubg mobile,1
mengunduh,0
loginnya,1
tencent curang kd ketemu pemain kd aduh adil,1
grafiknya bagus bosan,2
masuk pertandingan team deathmatch musuh muncul karakter tembak,1
grafiknya kadang suka hancur pendaratan turun petanya,0
permainan bagus,0
sinyalnya stabil push peringkat sulit,1
game slayy anggunly,2
banyakin senjata barunya biar bosan kartu item spesial game seru semoga dibaca tim pubg,2
sesuai bintang,1
bagus,1
masuk pubg melayani obb,1
pubg bug bersembunyi musuh jongkok tembak kena kepala mati tembak cepat,0
game,1
pembaruan mgabisin memori pakai ponsel kentang hapus,1
bug contohnya suara tembakan musuh bot tencent pelit gacha,0
yohanes,2
gamenya seru,2
obb mengunduh pakai data seluler pakai wifi,1
main ya,0
pubg mobile buta pemain curang laporan curang tanggapi kecurangan ditemukan pegawai tencent sengaja membiarkan kecurangan menjual kode curang uang hai tencent tolong periksa pegawaimu sambo disana preet,0
game krengrafik bagus bagus trmakasi aplikasi semoga rezeki lncar,2
bug,0
berjuang sekeras,2
oke musuhan free fire,0
game bagus mengunduh file grafik,2
game sumpah mengunduh habis disuruh mengunduh file selesai gagal to mengunduh penyimpanan muatlah penyimpanan sisa habis masuk mengunduh ulang obb perbaiki tencent skin dikluarin,0
game beli kasih gratiskan habis tu,0
pembaruan,1
tingkatkan kurangi bag,2
admin pubg melaporkan pemain pubg curang menyerang membunuh teman tim mengalami tolong pemain curang blokir merugikan pemain terima kasih tanggapannya,2
perkenal nama rafi mohon pengembang pubg membuka blokiran namanyajagoanebapak,0
game pemain positif,0
alok kakak,0
good game,2
cheat bermain game suka kalah cepat musuh ponsel bagus tembak tembak kalah,2
game bagus sayangnya bug merugikan main,2
musuh seimbang tier platium jumpa tier ace kasih musuh tier la biar seimbang,0
game bagus lancar bagus wifi kuota,2
bagus grafik buruk free fire apee,1
grafik batas hd pubg negara grafik memuaskan timbang pubg original,0
bagus ya,0
lancar jaringanny bagus,1
perangkat annj,2
judge game sulitnya memanage keberlangsungan game game online adjustment ya pengembang butuh masukan pakai emosi haha main versi temukan bug,2
nyaman pubg,0
mantan,1
meledak game ponsel perang keikut kyk game sebelah permainan game perang orang dewasa malas,0
login facebook,0
patah patah bermain nyamanan bermain game game orang orang ponsel bagus,1
bug cheat keanehan game bugnya,1
game haram,0
bodoh,1
pembaruan,1
game bagus free fireebih grafik buruk,1
om nyaman seson lagu alan walker on tolong kasih penjelasan bijak om,0
kasih bintang bug perangkat komputer rendah gamenya main,1
sepp,2
ponsel kentang main ya acara game is fun ya fun bermain on rendah kapasitas telepon selular,1
kebanyakan bug,1
game grafik buruk ahhahahahja,0
aplikasinya gamenya bagus menurutku tolong bugnya file kurangin ya admin berhenti main bug aplikasinya berat,0
bagus free fire gamenya lancar patah jaringan ponsel ram tolong,0
jo,1
gay ya teman ya game berkelas,2
bagus gaemya bagus kemarin seru lotingan peta pulau suka seru mobil mosterya bagus,2
tolong perkecil ukuran pembaruan,2
beralih disaat,2
tolong perkecil ukuran perangkat rendah,0
pengembang terhormat tolong bug analog suka ngunci tolong memperbaiki bug,1
ya habis pembaruan server error,2
bug turun pesawat recall darah,1
pubg skgr lancar gerak jaringan ok,1
black pink mengunduh,2
pubg haram,1
game bagus seru,2
tolong perbaiki bugnya,1
tolong pembaruan bug ngambil menjarah kepencet suplies,1
forced tertutup main posisi android,0
main tembak mati musuh turun mobil langsung habis darah turun berhenti memasuki arena suka bug turun jalan cepat,1
good game game seru,2
pensiun dulusemoga kedepan ringan ponsel kentangkya negara halus nyaman ponsel kentang,0
game play bagus profesional pemain menantang,2
nyaman versi sekarng masuk game play menit masuk pensiun main game,0
game bagus,2
login ya buka aplikasi pubg mobile mengunduh obb melayani berlari cari bermain store mengunduh ya tolong beritahu,2
kadang kadang,0
suka game,2
mahok,2
mengunduh uji,1
tydack ramach,0
game haram populer,0
pembaruan sungguh mengecewakan grafik terputus putus bug tolong dev perbaiki,0
game pubg peminatnya hiburan pembaruan ram nutup game lambat laun ditinggalkan disayangkan teman main,2
serasa ponsel mekedak,2
hmm pubg pembaruan lancar ya tolong pengembang mengatasi,2
game mengunduh selesai ulang bg ngabisin pakai,0
mohon updetannya ponsel ram patah patah mohon pembaharuannya kurangin,1
pemain pindah game game suka lancar perbaiki,1
bagus,2
ukuran game biar orang suka kuberi bintang ukuran bintang ok,2
fufjih sekanrang tdaks kyk ygh duluw,1
tolong benarkan main pakai fiwi lancar patah patah grafik terputus putus wifi stabil game,2
game bagus,2
coba gamenya lihat kolaborasi black pink game seru sulit berbaur,2
grafiknya hd biar nyaman main,1
main heng,1
kedepan masuk sulit permainan kapasitas mengunduh,1
bagusnya nhjk,2
bagus,2
main pakai wifi permintaan sinyal hijau apus install main nyaman,0
masuk arena parah,1
cocok perangkat kentang perangkat memiliki prosesor media teknologi semoga pembaruan mengoptimalkan kelancaran bermain game sekian terima kasih,0
keseringan pembaruan berat susuah mengontrol ponsel,1
anjinglah ganti bintang jaringan normal main team deathmatch lancar peluru senjata parah,1
game berat tencent kecewa beli rp baju gerak lobi royale pass baju gerak pertandingan terima kasih memperbaiki bug,2
tolong atasin bug gyro gerak,0
cheat,0
beban nobb sultan biar teman wkwkwkwkwwkwk,2
akun kasih bau krafton mumi suee,0
game cacad main pakai smartfen bug,0
bug sinyal kurangin bintang,1
musim musim parah bug dimana mengerti bug bug bug bug benarkan admin kebanyakan acara bermutu ponsel berat,0
bug,0
pemain free fire,1
anjing,0
pembaruan cairin bpkb merepotkan,1
bagus,2
game,2
firaun aying,0
kakak pembaruan game turunkan,0
bagus wajar bug game online,2
jelek login lancar jaringan bagus sangang merugikan tim,0
membawa membunuh pesan,1
pembaruan masuk gamenya,1
bagus,1
mohon maaf ya pubgnya error pembaruan main bilang error jaringan jaringan bagus bagus ponsel riset mengunduh coba ganti akun google tolong perbaiki main pubg hidupku tu berguna terima kasih secepatnya bodoh periksa ya,0
game bagus tolong penyimpanan kurangin,1
aslamualaikum pengembang game haram terima kasih,2
game bagus suka bug tolong ya pubg,2
sistem login game gagal sanyal bagus hambatan,0
parah,0
bagus seru,2
turunkan kapasitas biar seru mainnya,2
bermain teman mode peringkat peringkat kd,2
seru aselii tolong cheatnya kurangi kebanyakan less recoil bullets tembok retas esp,2
admin tambahkan acara,2
pubg game haram,0
bug mohon diperbaiki biar nyaman mainnya,1
nyaman dimain,2
buruk,0
bagus game,0
login twitter error pakai facebook laporan coba sarankan hasilnya hapus instalan,0
pubg grafik buruk,0
halo tencent pembaruan buka tolong kecawakan pemain,0
pemain pubg sarankan lh pembaruan ponsel berganti ganti tolong lh tencent,2
data grafik buruk,0
gamenya bagus bilang haram,1
ok,1
bosan main pubg perhitungan bodoh,0
permainan bagus maaf pengembang tolong kurangin jaringan lancar skin senjata keluhan mengecewakan pemain pubg game orang berita bermain bertahan hidup bertahan hidup ya terima kasih game,2
kasih bintang mudahan game bagus,2
kasih bintang biarkan pubg nomor,2
bagus kadang kadang mendengarkan langkahnya ganti headset,1
tolong perbaiki bug jaringan sinyal,1
bug,2
cheat banyakbug jugaping ms render,0
bug berfungsi mengarah,1
jelek bagus free fire,0
orang bodoh,1
perangkat annj,2
tencent tolong ponsel dukung main pembaruan ponsel dukung main biar pemain merasakan main pubg mobile semoga baca,2
game kenangan bagus,2
mengunduh obb melayani is berlari tolong penjelasannya,1
halo cantik maaf,1
cemas celana masuk pelindung,1
game berat lancar parah benget,0
perbaiki bug,1
jelek game,0
main masuk loadingnya aplikasi,1
game bagus grafik pembaruan tambahkan senin ya,2
game cupu laporkan bug hilang hilang mainnya bug tolong perbaiki dorongan peringkat sulit,0
jaringan nyaman bermain pertandingan pembaruan,0
ponsel kethank grafik terputus putus,1
maaf kasih binta kekurangan bug pembaruan bug mohon bug hapus ya admin,2
game bodoh,0
tolong updateny,2
game bagusgamenya seru main seru,2
tencent pubg mobile ringan mengunduh pubg mobile ringan ya tulisan ya item tersedia negara,0
masuk ya bug sinyal mohon diperbaiki,1
sulit login,1
bagus membosankan variasi acaranya,1
bagus,1
game seru,2
fldxu,2
bintang pubg mobile kendalanya diperbaiki kendala mengganggu bug dimana recall teman tim bug recall grafik terputus putus drop meneropong midstein peta jarak selebihnya mohon pembaruan diberikutnya perbaiki kendalanya main leluasa,1
kirim email pubg mengatasi perbaikan akun sayatapi tanggapangimana main akun perbaiki,0
pubg mobile paksa donlow peta ponsel kentang tolong,1
suka game grafik high definition menghabiskan penyimpanan analog buruk bergerak,1
game keren,2
membuka kunci fps perangkat,0
game dh bagus tolong bug perbaiki,0
bintang ja game in percobaan,1
game memek,2
game bodoh skin bug benarkan,0
bug,0
mohon garena perbaiki bug game,1
bagusan free fire,1
tolong perbaiki game tolong perbaiki penyimpanan ho ram buka ponsel orang bagus ponsel samsung prime tolong perbaiki ya pubg mobile pls oke,1
ponsel murah main auto banting,0
tolong pembaruan bug ngambil menjarah kepencet suplies,1
game mainkan pubg mobile suka tolong kakak msh bug cheat kakak,2
keluarkan skin skin superman,1
tolong kasih akun,2
game krengrafik bagus bagus trmakasi aplikasi semoga rezeki lncar,2
pembaruan mengunduh peta,2
mencari admin bosan game ramai pemain msa main tunggu bermenit,1
habis pembaruan memaksa tutup,1
langkah dengar peta kadang langkah,1
seru,2
belajar semoga bagus game,2
bangini game bug,1
seru main game sayang minggu updetan updetan lancarnya maaf ganti ponsel tolong perbaiki terima kasih,1
game haram,0
ekstrim grafis on tolong,2
bintang segi grafik permainan realistis pubg membekukan memori free mohon diperbaikin,1
mohon perbaiki audio suara audio terdengar suara audio ultra nyaman perubahan suara audio pembaruan terbaru mohon perbaiki terima kasih,0
suka lancar perang bot ketahuan musuh,0
game akun hilang ponsel lupa sandi mengatur ulang nama akun tolong kembalikan akun kasih bintang,2
bagus,2
cheat,1
buka pubg,2
seru,0
mohon pembaruan berat khusus ponsel kentang bayar popularitas pubg mengembangkan,1
sesuai situ mengunduh sekian pengaturan ponsel beda habisnya,0
game seru devolfer ramah perlengkapan lengkap geratis ayo gabung tim menang salam ayam,2
coba ya game inisemoga bagus,2
samsung bug grafik hitam bermain tolong perbaiki bug musuh didalam gedung bangunan rumput teropong berwarna hitam,0
game mengunduh kakak,0
hai tencent game hd,1
mengunduh peta,0
bosan pembaruan,1
fps jaringan grafik bug tanggapan sistem pembagian poinnya parah dimana bermain mode klasik ranked erangel sisa musuh tinggal membunuh bot pemain mati poin good game tencent iya sistem pemain afk perketat,0
mohon seson kualitas fps stabil memberatkan perangkat,2
bagus,2
game haramkita berperang bertammu dasar game haram game bertamu haram game jelek nyaman game free fire lebihh bagus game mahal jelek haram mulung game haram game menyembah patung bodoh game haram,0
grafik terputus putus drop,0
game bagus pemakaian memori,0
gamenya bagus pembaruan berat ponsel ram,1
livik bug,0
game haram kerana mati hijau hijau haram,0
suka lancar,2
mikrofon kadang berfungsi,1
buka aplikasi mengunduh obb,1
bagus,2
grafik patah ponsel nokia tua,0
tombol antarmuka tombol dihapus,1
game,2
suka game in bagus,2
game minusnya penggunaan ram,0
it,1
saran mohon tencent upregtx kasian ponsel rumx keciljdi pembaruan trusdan gemx bagus salut tancentankx,2
main pubg lancar bug larinya bot ubah,0
kabar pubg musim lewati berat memutuskan pensiun permanen semoga pubg dimana pubg tergolong ramah spesifikasi pakai jepret kadang nyaman main pubg snapdragon sabarnya menghadapi lancar bermain snapdragon pokoknya semangat lancar everytime,2
mengunduh drop data,1
bohong mobil bangkai bohong,0
hai babi server down anjing login,0
pembaruan bug urus,1
ponsel spesifikasi sd layar dukung fps terbuka fps pengaturan grafis tolong permudah akses fpsnya berpengaruh game play,2
bagus,0
solusi akun facebook pakai login in pubg diretas retas orang bertanggung mohon pubg mobile butuh bantuan terima kasih,2
pengalaman main game puas segi acara game play,2
pemain ponsel kentang lari,0
popok,2
login pakai akun facebook,2
bagus,1
snapdragon fps admin,2
game bagus,2
game sampah perbaharui sakim game,0
admin maaf kasih bintang apakarena game cheatmasa lompat mungkintolong admin cheat blokir admin,2
nt,2
ok game bug login habis pembaruan mengunduh lobi login tulisannya pembaruan file error tekan bantu ya hasil tekan ulang tolong dev perbaiki,1
budnya asli bohongmain mode arena vs koinkadang camera hitam bangkekdiperbaiki,0
mo mengeluh fitur pesan dukungan pelanggan game masuk game bisamentok tencent balek tampilan ponsel,1
bug rivaiv benarkan hai tencent teman rivaviv tombol tekan berkali sinyal bagus tolong perbaiki ya,1
gamenya bagus suka,2
kompetisi dangat buruk,0
pembaruan bintang,1
turunkan siapanya ponsel cepat panas,1
game serukerenhd bug pemakaian memori berat boros baterai suara langkah teman keras sulit membakan teman musuh,1
maaf bintang ja bug suara kadang rajin de suara mengaktifkan suara rajin hilang ja,1
hapus free fire mengunduh pubg,2
bag cheat tolong kondisikan,1
game bodoh mengunduh masuk game,0
mohon perbaiki sinyal lobi game,2
mode batel royal mode malam,2
game menarik menemukan bug cheat mode arena tolong tindak lanjuti,0
tren,2
bintang ja game in percobaan,1
love pubg mobile oke kasih skin aju musim inijadi bintang tambahkan mengacha skin senjata terbaru kasih material berjanji aka bintan bagaimna material menaikan retinggame,1
skin perbaiki bug bug mobil tabrakan tembok bukit pelan pemain masuk tembok bukit,1
tolong baikin pubg lancar parah tolong tencent,0
habis pembaruan bug suara grafik patah parah semoga perbaikan,1
ok,2
coba,1
pubg anjeng bug mikrofon bodoh,1
mengunduh game sulit login,0
tolong adakan fitur blokir sm selamat ulang kesal mati bokong,2
bagus bagus,1
kembalikan pubg tambahan,2
mohon pengembang mohon dibedakan pemain cheat pemain blokir cheat tolong perbaiki bug pemain nyaman bermain,2
terima kasih tanggapan me,1
bagus kh dimainkan ditambah bintang,1
tolong pengembang game pubg pemain puas pembaruan pembaruan buruk bug tolong utama kenyamanan pemain kecewa,0
game berat kuat biar,1
kecewa main jaringan ms lancar parah menjarah senjata,1
kasih bintang masuk game game grafik buruk,2
berat game nyaenakkan,1
ram tersiksa,1
menunda,1
game diminati dunia,2
mengunduh sulit ya,1
pubg tolong servernya perbaiki main muncul tulisan menghubungkan,1
sempurna bug mohon perbaiki ya segi game play bagus bagus free fire bug perbaiki nonton teman perang orang jalan mohon baiki semoga dibaca,1
main pubg bug menyenangkan diperbaiki pengembang,1
berat mengikuti pembaruan,1
game nyaman main metro royale langsung terjatuh bug,0
keren,2
bagus setelan fps ponsel mendukung fps game berat mendukung,1
kem bagus aram,0
game anjing sinyal bagus game server menanggapi melulu anjing tencent babi,0
cheat bermain game suka kalah cepat musuh ponsel bagus tembak tembak kalah,2
ultra dikeluarin kota daftar grup blokir grup blokir rock indonesia namanya tercantum pengumuman ponsel ah aje main grup blokir bandung ponsel grup ultra prima wilayah biar tu orang tua,0
stabil,2
tolong provider keringanan game ringankan menghormati pemain ponsel menengah kebawahsaya mengalami grafik terputus putus bermainnya,1
buka pubg,2
mengalami jaringan buruk cheat mohon tanggapan terima kasih,1
minimal main sulit,0
acaranya menjijikan rekomendasikan orang berpikir mendapatkannya membuatnya pajangan memberatkan penyimpanan memori berguna acara gunanya,0
game buruk,0
pubg haram,0
nyaman game,2
gamenya jelek grafik buruk bohong game keren kaku suka gerakkan game plagiat,2
tolong perbaiki bug memuat mengalami macet memuat selesai bertempurudah jam tunggukan loadingnya stuckmasa login pubg masuk tolong perbaiki macet memuat,0
gus,2
payah game pembaruan,1
main pastikan ponsel bagus ya sayang,0
serutapi seru,2
tolong skin baju mistik animasi gerak gerak hilangkan pengguna ponsel rendah beli skin baju mistik menikmati animasi tolong perbaiki perbaiki naikin bintang,0
ponsel kentang bug,2
rp rp bug tunggu,0
tencent tolong skin bajunya,2
game seru,1
game kebanyakan bug seru beruntung pemain gadis ok,0
game haram mengunduh,2
bug maseh,0
game na jelek,0
bagus,1
tolong gyroscoop bug moves on ya own in pelatihan camp karakter bug example in fpp mode it work others,1
huh pembaruan balance lancar kendala pembaruan balance lancar,1
bagus,2
tolong ukurannya biar ponsel memainkannya,1
